frntype_sh;fietstrace;gemeente;lstrnm;rstrnm;lengte;wegcategor;beheer_shp;bff_datum_;ident8_opl;ident8_afl;latWGS84;loWGS84;Aangemaakt op
functionele fietsroute;31005_Koning Albert I-laan_10324;Brugge;Koning Albert I-laan;Koning Albert I-laan;17,00000000000000000;primaire weg II;AWV - District Brugge;20141231;;N3970002;51.1771874082697,51.1771874082697,51.1771874082697;3.20101922606149,3.20101922606149,3.20101922606149;23/06/2016
functionele fietsroute;31005_Koning Albert I-laan_10328;Brugge;Koning Albert I-laan;Koning Albert I-laan;89,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3979261;N3979262;51.1973902840057,51.1973902840057,51.1973902840057,51.1973902840057,51.1973902840057,51.1973902840057,51.1973902840057;3.21430334042724,3.21430334042724,3.21430334042724,3.21430334042724,3.21430334042724,3.21430334042724,3.21430334042724;23/06/2016
functionele fietsroute;31006_Legeweg_10482;Damme;Legeweg;Legeweg;74,00000000000000000;lokale weg type 1;Stad Damme;20141231;;;51.2284418851406,51.2284418851406,51.2284418851406,51.2284418851406,51.2284418851406,51.2284418851406;3.28476437337692,3.28476437337692,3.28476437337692,3.28476437337692,3.28476437337692,3.28476437337692;23/06/2016
hoofdroute: fietssnelweg;31005_Houtkaai_10312;Brugge;Houtkaai;Houtkaai;29,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2175542613934,51.2175542613934,51.2175542613934,51.2175542613934;3.20112216197824,3.20112216197824,3.20112216197824,3.20112216197824;23/06/2016
functionele fietsroute;31005_Astridlaan_10254;Brugge;Astridlaan;Astridlaan;58,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3370001;N3370002;51.2008873954717,51.2008873954717,51.2008873954717,51.2008873954717,51.2008873954717,51.2008873954717,51.2008873954717;3.24619454013028,3.24619454013028,3.24619454013028,3.24619454013028,3.24619454013028,3.24619454013028,3.24619454013028;23/06/2016
functionele fietsroute;31005_Blankenbergse Steenweg_10270;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;239,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;N3710001;N3710002;51.2422452463074,51.2422452463074,51.2422452463074,51.2422452463074,51.2422452463074;3.19721451037203,3.19721451037203,3.19721451037203,3.19721451037203,3.19721451037203;23/06/2016
functionele fietsroute;31040_Steenbrugsestraat_10720;Zedelgem;Steenbrugsestraat;Steenbrugsestraat;47,00000000000000000;lokale weg type 1;Gemeente Zedelgem;20141231;N3090001;N3090002;51.1612233929698,51.1612233929698,51.1612233929698,51.1612233929698;3.20135242023916,3.20135242023916,3.20135242023916,3.20135242023916;23/06/2016
functionele fietsroute;31005_Gistelse Steenweg_10303;Brugge;Gistelse Steenweg;Gistelse Steenweg;29,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;N3670001;N3670002;51.2037480405103,51.2037480405103,51.2037480405103;3.20443593883589,3.20443593883589,3.20443593883589;23/06/2016
functionele fietsroute;31005_Diksmuidse Heerweg_10287;Brugge;Diksmuidse Heerweg;Diksmuidse Heerweg;89,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1722209419335,51.1722209419335,51.1722209419335,51.1722209419335,51.1722209419335,51.1722209419335,51.1722209419335,51.1722209419335,51.1722209419335,51.1722209419335;3.1609145470192,3.1609145470192,3.1609145470192,3.1609145470192,3.1609145470192,3.1609145470192,3.1609145470192,3.1609145470192,3.1609145470192,3.1609145470192;23/06/2016
functionele fietsroute;31005_Koning Albert I-laan_10327;Brugge;Koning Albert I-laan;Koning Albert I-laan;31,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3970001;N3970002;51.1989479682284,51.1989479682284,51.1989479682284,51.1989479682284;3.21347476130985,3.21347476130985,3.21347476130985,3.21347476130985;23/06/2016
functionele fietsroute;;Brugge;;;11,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N3710001;;51.2508898473789,51.2508898473789,51.2508898473789,51.2508898473789,51.2508898473789;3.19223726590058,3.19223726590058,3.19223726590058,3.19223726590058,3.19223726590058;23/06/2016
functionele fietsroute;31005_Torhoutse Steenweg_10444;Brugge;Torhoutse Steenweg;Torhoutse Steenweg;97,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;N0320001;N0320002;51.1976429328712,51.1976429328712,51.1976429328712,51.1976429328712,51.1976429328712;3.19990491835372,3.19990491835372,3.19990491835372,3.19990491835372,3.19990491835372;23/06/2016
functionele fietsroute;31003_Bruggestraat_10173;Beernem;Bruggestraat;Bruggestraat;81,00000000000000000;lokale weg type 1;AWV - District Pittem;20141231;N3370001;N3370002;51.187388251014,51.187388251014,51.187388251014,51.187388251014,51.187388251014,51.187388251014,51.187388251014,51.187388251014;3.29139942978856,3.29139942978856,3.29139942978856,3.29139942978856,3.29139942978856,3.29139942978856,3.29139942978856,3.29139942978856;23/06/2016
hoofdroute: fietssnelweg;31005_<straatnaam_ongekend>_10437;Brugge;;;150,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1972343292793,51.1972343292793,51.1972343292793,51.1972343292793,51.1972343292793,51.1972343292793,51.1972343292793;3.26988329074737,3.26988329074737,3.26988329074737,3.26988329074737,3.26988329074737,3.26988329074737,3.26988329074737;23/06/2016
functionele fietsroute;31005_Diksmuidse Heerweg_10286;Brugge;Diksmuidse Heerweg;Diksmuidse Heerweg;264,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1622864773676,51.1622864773676,51.1622864773676,51.1622864773676,51.1622864773676,51.1622864773676,51.1622864773676,51.1622864773676,51.1622864773676;3.14748659903471,3.14748659903471,3.14748659903471,3.14748659903471,3.14748659903471,3.14748659903471,3.14748659903471,3.14748659903471,3.14748659903471;23/06/2016
functionele fietsroute;31005_Koning Albert I-laan_10325;Brugge;Koning Albert I-laan;Koning Albert I-laan;440,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3970001;N3970002;51.1826887336214,51.1826887336214,51.1826887336214,51.1826887336214,51.1826887336214,51.1826887336214,51.1826887336214,51.1826887336214;3.20456462301965,3.20456462301965,3.20456462301965,3.20456462301965,3.20456462301965,3.20456462301965,3.20456462301965,3.20456462301965;23/06/2016
functionele fietsroute;31005_Spoorwegstraat_10386;Brugge;Spoorwegstraat;Spoorwegstraat;9,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3420001;N3420002;51.1900746623897,51.1900746623897;3.22025664108618,3.22025664108618;23/06/2016
functionele fietsroute;31005_Hendrik Consciencelaan_10309;Brugge;Hendrik Consciencelaan;Hendrik Consciencelaan;5,00000000000000000;lokale weg type 3;Stad Brugge;20141231;;;51.2004822924521,51.2004822924521;3.21462751390186,3.21462751390186;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10429;Brugge;;;75,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2137746767723,51.2137746767723,51.2137746767723,51.2137746767723,51.2137746767723,51.2137746767723;3.23845166832696,3.23845166832696,3.23845166832696,3.23845166832696,3.23845166832696,3.23845166832696;23/06/2016
functionele fietsroute;31005_Zandstraat_10460;Brugge;Zandstraat;Zandstraat;81,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2030184102952,51.2030184102952,51.2030184102952,51.2030184102952,51.2030184102952,51.2030184102952;3.19555139349779,3.19555139349779,3.19555139349779,3.19555139349779,3.19555139349779,3.19555139349779;23/06/2016
functionele fietsroute;31005_Diksmuidse Heerweg_10286;Brugge;Diksmuidse Heerweg;Diksmuidse Heerweg;99,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1684192879089,51.1684192879089,51.1684192879089,51.1684192879089,51.1684192879089,51.1684192879089,51.1684192879089,51.1684192879089,51.1684192879089,51.1684192879089;3.15443179506176,3.15443179506176,3.15443179506176,3.15443179506176,3.15443179506176,3.15443179506176,3.15443179506176,3.15443179506176,3.15443179506176,3.15443179506176;23/06/2016
functionele fietsroute;31005_Bisschopsdreef_10260;Brugge;Bisschopsdreef;Bisschopsdreef;18,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2173418860064,51.2173418860064;3.25892630781663,3.25892630781663;23/06/2016
functionele fietsroute;31005_Dudzeelse Steenweg_10292;Brugge;Dudzeelse Steenweg;Dudzeelse Steenweg;146,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;N3760002;51.2662397161552,51.2662397161552,51.2662397161552,51.2662397161552,51.2662397161552,51.2662397161552,51.2662397161552,51.2662397161552,51.2662397161552,51.2662397161552;3.22103327314155,3.22103327314155,3.22103327314155,3.22103327314155,3.22103327314155,3.22103327314155,3.22103327314155,3.22103327314155,3.22103327314155,3.22103327314155;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10376;Brugge;Oostendse Steenweg;Oostendse Steenweg;37,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0090002;51.2214291017329,51.2214291017329,51.2214291017329,51.2214291017329,51.2214291017329;3.20589486480133,3.20589486480133,3.20589486480133,3.20589486480133,3.20589486480133;23/06/2016
functionele fietsroute;31005_Kustlaan_10343;Brugge;Kustlaan;Kustlaan;130,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0349012;51.3357203605233,51.3357203605233,51.3357203605233,51.3357203605233,51.3357203605233,51.3357203605233,51.3357203605233,51.3357203605233;3.20949308746666,3.20949308746666,3.20949308746666,3.20949308746666,3.20949308746666,3.20949308746666,3.20949308746666,3.20949308746666;23/06/2016
functionele fietsroute;31005_Spoorwegstraat_10387;Brugge;Spoorwegstraat;Spoorwegstraat;173,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3420001;N3420002;51.18452662533,51.18452662533,51.18452662533,51.18452662533,51.18452662533;3.22301467398528,3.22301467398528,3.22301467398528,3.22301467398528,3.22301467398528;23/06/2016
functionele fietsroute;31042_Blankenbergse Steenweg_10747;Zuienkerke;Blankenbergse Steenweg;Blankenbergse Steenweg;40,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3710001;;51.2632685149775,51.2632685149775,51.2632685149775,51.2632685149775;3.18328482181365,3.18328482181365,3.18328482181365,3.18328482181365;23/06/2016
functionele fietsroute;31005_Pathoekeweg_10377;Brugge;Pathoekeweg;Pathoekeweg;219,00000000000000000;lokale weg type 2;Stad Brugge;20141231;;;51.2580851318486,51.2580851318486,51.2580851318486,51.2580851318486,51.2580851318486;3.20917978565718,3.20917978565718,3.20917978565718,3.20917978565718,3.20917978565718;23/06/2016
functionele fietsroute;31005_Doornstraat_10289;Brugge;Doornstraat;Doornstraat;127,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1864444756098,51.1864444756098,51.1864444756098,51.1864444756098,51.1864444756098,51.1864444756098,51.1864444756098;3.16577746543035,3.16577746543035,3.16577746543035,3.16577746543035,3.16577746543035,3.16577746543035,3.16577746543035;23/06/2016
hoofdroute: fietssnelweg;31006_<straatnaam_ongekend>_10500;Damme;;;350,00000000000000000;lokale weg type 1;Stad Damme;20141231;;;51.2041604919888,51.2041604919888;3.29970155826608,3.29970155826608;23/06/2016
functionele fietsroute;31005_Blankenbergse Steenweg_10272;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;293,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;N3710001;;51.2372677707139,51.2372677707139,51.2372677707139,51.2372677707139,51.2372677707139,51.2372677707139,51.2372677707139;3.20044796696453,3.20044796696453,3.20044796696453,3.20044796696453,3.20044796696453,3.20044796696453,3.20044796696453;23/06/2016
functionele fietsroute;31005_Kustlaan_10340;Brugge;Kustlaan;Kustlaan;18,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0340001;;51.328100799052,51.328100799052,51.328100799052,51.328100799052;3.1853241403269,3.1853241403269,3.1853241403269,3.1853241403269;23/06/2016
functionele fietsroute;31005_Dudzeelse Steenweg_10292;Brugge;Dudzeelse Steenweg;Dudzeelse Steenweg;54,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;N3760002;51.2542332236256,51.2542332236256;3.22784830326069,3.22784830326069;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10408;Brugge;;;54,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3480001;N3480002;51.2703996865514,51.2703996865514,51.2703996865514,51.2703996865514,51.2703996865514,51.2703996865514,51.2703996865514;3.21026888925175,3.21026888925175,3.21026888925175,3.21026888925175,3.21026888925175,3.21026888925175,3.21026888925175;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10376;Brugge;Oostendse Steenweg;Oostendse Steenweg;14,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0090002;51.2216342944094,51.2216342944094,51.2216342944094,51.2216342944094,51.2216342944094;3.20562087991781,3.20562087991781,3.20562087991781,3.20562087991781,3.20562087991781;23/06/2016
functionele fietsroute;31005_Generaal Lemanlaan_10298;Brugge;Generaal Lemanlaan;Generaal Lemanlaan;126,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3370001;N3370002;51.2014706558157,51.2014706558157,51.2014706558157,51.2014706558157,51.2014706558157,51.2014706558157;3.24400093783923,3.24400093783923,3.24400093783923,3.24400093783923,3.24400093783923,3.24400093783923;23/06/2016
functionele fietsroute;31005_Blankenbergse Steenweg_10272;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;6,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;N3710001;;51.2346929640492,51.2346929640492;3.2020597716816,3.2020597716816;23/06/2016
functionele fietsroute;31005_Koning Albert I-laan_10326;Brugge;Koning Albert I-laan;Koning Albert I-laan;53,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3970001;;51.1954542499324,51.1954542499324,51.1954542499324,51.1954542499324,51.1954542499324;3.21271919793378,3.21271919793378,3.21271919793378,3.21271919793378,3.21271919793378;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10376;Brugge;Oostendse Steenweg;Oostendse Steenweg;9,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0090002;51.222300748615,51.222300748615,51.222300748615,51.222300748615;3.20476245595585,3.20476245595585,3.20476245595585,3.20476245595585;23/06/2016
functionele fietsroute;31005_Pelderijnstraat_10378;Brugge;Pelderijnstraat;Pelderijnstraat;14,00000000000000000;lokale weg type 3;Stad Brugge;20141231;;;51.208384726181,51.208384726181;3.28940277311469,3.28940277311469;23/06/2016
functionele fietsroute;31005_Moerkerkse Steenweg_10364;Brugge;Moerkerkse Steenweg;Moerkerkse Steenweg;91,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2139383777858,51.2139383777858,51.2139383777858,51.2139383777858,51.2139383777858;3.24549661413138,3.24549661413138,3.24549661413138,3.24549661413138,3.24549661413138;23/06/2016
functionele fietsroute;31005_Tragelweg_10448;Brugge;Tragelweg;Tragelweg;36,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1816875718412,51.1816875718412,51.1816875718412,51.1816875718412;3.2319308173622,3.2319308173622,3.2319308173622,3.2319308173622;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10430;Brugge;;;221,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2092265065401,51.2092265065401,51.2092265065401,51.2092265065401,51.2092265065401,51.2092265065401,51.2092265065401,51.2092265065401,51.2092265065401,51.2092265065401,51.2092265065401,51.2092265065401,51.2092265065401,51.2092265065401,51.2092265065401,51.2092265065401,51.2092265065401,51.2092265065401,51.2092265065401;3.23909895858181,3.23909895858181,3.23909895858181,3.23909895858181,3.23909895858181,3.23909895858181,3.23909895858181,3.23909895858181,3.23909895858181,3.23909895858181,3.23909895858181,3.23909895858181,3.23909895858181,3.23909895858181,3.23909895858181,3.23909895858181,3.23909895858181,3.23909895858181,3.23909895858181;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10375;Brugge;Oostendse Steenweg;Oostendse Steenweg;36,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0090001;;51.2214592992491,51.2214592992491,51.2214592992491,51.2214592992491,51.2214592992491,51.2214592992491;3.20594912359301,3.20594912359301,3.20594912359301,3.20594912359301,3.20594912359301,3.20594912359301;23/06/2016
functionele fietsroute;31005_Antwerpse Heerweg_10253;Brugge;Antwerpse Heerweg;Antwerpse Heerweg;36,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2094534072471,51.2094534072471,51.2094534072471;3.30364287700697,3.30364287700697,3.30364287700697;23/06/2016
functionele fietsroute;31005_Blankenbergse Steenweg_10272;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;16,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;N3710001;;51.2374748942566,51.2374748942566;3.20031444876052,3.20031444876052;23/06/2016
functionele fietsroute;31005_Dudzeelse Steenweg_10292;Brugge;Dudzeelse Steenweg;Dudzeelse Steenweg;6,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;N3760002;51.268903756033,51.268903756033;3.22199469882567,3.22199469882567;23/06/2016
functionele fietsroute;31005_Ter Doeststraat_10441;Brugge;Ter Doeststraat;Ter Doeststraat;32,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2748079398738,51.2748079398738,51.2748079398738,51.2748079398738;3.20994021335715,3.20994021335715,3.20994021335715,3.20994021335715;23/06/2016
functionele fietsroute;31005_Antwerpse Heerweg_10253;Brugge;Antwerpse Heerweg;Antwerpse Heerweg;291,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2095404000815,51.2095404000815,51.2095404000815,51.2095404000815,51.2095404000815,51.2095404000815,51.2095404000815;3.30209534782156,3.30209534782156,3.30209534782156,3.30209534782156,3.30209534782156,3.30209534782156,3.30209534782156;23/06/2016
functionele fietsroute;31043_Vaartdijk_10813;Knokke-Heist;Vaartdijk;Vaartdijk;28,00000000000000000;lokale weg type 1;Gemeente Knokke-Heist;20141231;;;51.2966803413839,51.2966803413839;3.26076253919724,3.26076253919724;23/06/2016
functionele fietsroute;31005_Stationslaan_10388;Brugge;Stationslaan;Stationslaan;241,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;N3420001;N3420002;51.2004704852004,51.2004704852004,51.2004704852004,51.2004704852004,51.2004704852004,51.2004704852004,51.2004704852004,51.2004704852004,51.2004704852004;3.21216937629409,3.21216937629409,3.21216937629409,3.21216937629409,3.21216937629409,3.21216937629409,3.21216937629409,3.21216937629409,3.21216937629409;23/06/2016
functionele fietsroute;31005_Zandstraat_10460;Brugge;Zandstraat;Zandstraat;348,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2032600823992,51.2032600823992,51.2032600823992,51.2032600823992,51.2032600823992,51.2032600823992,51.2032600823992,51.2032600823992,51.2032600823992,51.2032600823992,51.2032600823992,51.2032600823992,51.2032600823992,51.2032600823992,51.2032600823992,51.2032600823992,51.2032600823992,51.2032600823992,51.2032600823992,51.2032600823992;3.19939899757915,3.19939899757915,3.19939899757915,3.19939899757915,3.19939899757915,3.19939899757915,3.19939899757915,3.19939899757915,3.19939899757915,3.19939899757915,3.19939899757915,3.19939899757915,3.19939899757915,3.19939899757915,3.19939899757915,3.19939899757915,3.19939899757915,3.19939899757915,3.19939899757915,3.19939899757915;23/06/2016
functionele fietsroute;31005_Komvest_10320;Brugge;Komvest;Komvest;38,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.220860442214,51.220860442214,51.220860442214,51.220860442214,51.220860442214,51.220860442214,51.220860442214;3.22985432252068,3.22985432252068,3.22985432252068,3.22985432252068,3.22985432252068,3.22985432252068,3.22985432252068;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10439;Brugge;;;10,00000000000000000;lokale weg type 3;Stad Brugge;20141231;;;51.2210968220617,51.2210968220617,51.2210968220617,51.2210968220617,51.2210968220617;3.20658657547244,3.20658657547244,3.20658657547244,3.20658657547244,3.20658657547244;23/06/2016
functionele fietsroute;31005_Sint-Trudostraat_10384;Brugge;Sint-Trudostraat;Sint-Trudostraat;5,00000000000000000;lokale weg type 3;Stad Brugge;20141231;;;51.1818571359479,51.1818571359479;3.23784865605969,3.23784865605969;23/06/2016
functionele fietsroute;31005_Pathoekeweg_10377;Brugge;Pathoekeweg;Pathoekeweg;47,00000000000000000;lokale weg type 2;Stad Brugge;20141231;;;51.2561437475021,51.2561437475021,51.2561437475021;3.20968204938276,3.20968204938276,3.20968204938276;23/06/2016
functionele fietsroute;31005_Wulpenstraat_10459;Brugge;Wulpenstraat;Wulpenstraat;161,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3740001;N3740002;51.2217283957328,51.2217283957328,51.2217283957328,51.2217283957328,51.2217283957328,51.2217283957328,51.2217283957328,51.2217283957328,51.2217283957328,51.2217283957328,51.2217283957328,51.2217283957328,51.2217283957328,51.2217283957328,51.2217283957328,51.2217283957328,51.2217283957328;3.23163479931854,3.23163479931854,3.23163479931854,3.23163479931854,3.23163479931854,3.23163479931854,3.23163479931854,3.23163479931854,3.23163479931854,3.23163479931854,3.23163479931854,3.23163479931854,3.23163479931854,3.23163479931854,3.23163479931854,3.23163479931854,3.23163479931854;23/06/2016
functionele fietsroute;31005_Blankenbergse Steenweg_10269;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;131,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N3710001;;51.246578419599,51.246578419599,51.246578419599,51.246578419599,51.246578419599,51.246578419599,51.246578419599,51.246578419599;3.19450282511228,3.19450282511228,3.19450282511228,3.19450282511228,3.19450282511228,3.19450282511228,3.19450282511228,3.19450282511228;23/06/2016
functionele fietsroute;31006_Veldstraat_10509;Damme;Veldstraat;Veldstraat;95,00000000000000000;lokale weg type 1;Stad Damme;20141231;;;51.2093387725589,51.2093387725589,51.2093387725589,51.2093387725589,51.2093387725589;3.30809882462736,3.30809882462736,3.30809882462736,3.30809882462736,3.30809882462736;23/06/2016
functionele fietsroute;31040_Autobaan_10684;Zedelgem;Autobaan;Autobaan;401,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3970001;N3970002;51.1612384503186,51.1612384503186,51.1612384503186,51.1612384503186,51.1612384503186,51.1612384503186,51.1612384503186,51.1612384503186,51.1612384503186,51.1612384503186,51.1612384503186,51.1612384503186,51.1612384503186,51.1612384503186,51.1612384503186,51.1612384503186,51.1612384503186;3.19046973543012,3.19046973543012,3.19046973543012,3.19046973543012,3.19046973543012,3.19046973543012,3.19046973543012,3.19046973543012,3.19046973543012,3.19046973543012,3.19046973543012,3.19046973543012,3.19046973543012,3.19046973543012,3.19046973543012,3.19046973543012,3.19046973543012;23/06/2016
functionele fietsroute;31040_<straatnaam_ongekend>_10728;Zedelgem;;;31,00000000000000000;primaire weg II;AWV - District Brugge;20141231;;N3970002;51.1626031131798,51.1626031131798,51.1626031131798,51.1626031131798,51.1626031131798,51.1626031131798,51.1626031131798,51.1626031131798,51.1626031131798,51.1626031131798,51.1626031131798;3.19153163766937,3.19153163766937,3.19153163766937,3.19153163766937,3.19153163766937,3.19153163766937,3.19153163766937,3.19153163766937,3.19153163766937,3.19153163766937,3.19153163766937;23/06/2016
functionele fietsroute;31005_Doornstraat_10289;Brugge;Doornstraat;Doornstraat;159,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1884088642762,51.1884088642762,51.1884088642762,51.1884088642762,51.1884088642762,51.1884088642762,51.1884088642762,51.1884088642762;3.17324498439364,3.17324498439364,3.17324498439364,3.17324498439364,3.17324498439364,3.17324498439364,3.17324498439364,3.17324498439364;23/06/2016
functionele fietsroute;31005_IJzerstraat_10313;Brugge;IJzerstraat;IJzerstraat;97,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;R0309021;R0309022;51.222102001105,51.222102001105,51.222102001105,51.222102001105,51.222102001105,51.222102001105;3.22037679475692,3.22037679475692,3.22037679475692,3.22037679475692,3.22037679475692,3.22037679475692;23/06/2016
functionele fietsroute;31006_Bruggesteenweg_10468;Damme;Bruggesteenweg;Bruggesteenweg;34,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;;N0090002;51.205468753229,51.205468753229;3.30366236916233,3.30366236916233;23/06/2016
functionele fietsroute;31006_Bruggesteenweg_10467;Damme;Bruggesteenweg;Bruggesteenweg;36,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;N0090001;;51.2054180909039,51.2054180909039;3.30415986142042,3.30415986142042;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10375;Brugge;Oostendse Steenweg;Oostendse Steenweg;16,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0090001;;51.2215753642095,51.2215753642095,51.2215753642095,51.2215753642095;3.20580782358736,3.20580782358736,3.20580782358736,3.20580782358736;23/06/2016
functionele fietsroute;31006_Antwerpse Heerweg_10464;Damme;Antwerpse Heerweg;Antwerpse Heerweg;23,00000000000000000;lokale weg type 3;Stad Brugge;20141231;;;51.2094487510659,51.2094487510659,51.2094487510659;3.30397734756274,3.30397734756274,3.30397734756274;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10423;Brugge;;;113,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1938148990822,51.1938148990822,51.1938148990822,51.1938148990822,51.1938148990822,51.1938148990822,51.1938148990822,51.1938148990822,51.1938148990822;3.2284691386121,3.2284691386121,3.2284691386121,3.2284691386121,3.2284691386121,3.2284691386121,3.2284691386121,3.2284691386121,3.2284691386121;23/06/2016
functionele fietsroute;31005_Gentpoortvest_10301;Brugge;Gentpoortvest;Gentpoortvest;15,00000000000000000;lokale weg type 3;Stad Brugge;20141231;;;51.2035323568795,51.2035323568795;3.23344126495037,3.23344126495037;23/06/2016
functionele fietsroute;31005_Spoorwegstraat_10387;Brugge;Spoorwegstraat;Spoorwegstraat;89,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3420001;N3420002;51.1786084563097,51.1786084563097,51.1786084563097,51.1786084563097,51.1786084563097,51.1786084563097;3.22633291070269,3.22633291070269,3.22633291070269,3.22633291070269,3.22633291070269,3.22633291070269;23/06/2016
functionele fietsroute;31005_Pathoekeweg_10377;Brugge;Pathoekeweg;Pathoekeweg;265,00000000000000000;lokale weg type 2;Stad Brugge;20141231;;;51.2390629267892,51.2390629267892,51.2390629267892,51.2390629267892,51.2390629267892,51.2390629267892,51.2390629267892,51.2390629267892,51.2390629267892,51.2390629267892,51.2390629267892,51.2390629267892,51.2390629267892,51.2390629267892,51.2390629267892,51.2390629267892,51.2390629267892;3.21603855574259,3.21603855574259,3.21603855574259,3.21603855574259,3.21603855574259,3.21603855574259,3.21603855574259,3.21603855574259,3.21603855574259,3.21603855574259,3.21603855574259,3.21603855574259,3.21603855574259,3.21603855574259,3.21603855574259,3.21603855574259,3.21603855574259;23/06/2016
functionele fietsroute;31005_Aardenburgseweg_10252;Brugge;Aardenburgseweg;Aardenburgseweg;236,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2269855277729,51.2269855277729,51.2269855277729,51.2269855277729,51.2269855277729,51.2269855277729,51.2269855277729,51.2269855277729,51.2269855277729,51.2269855277729,51.2269855277729,51.2269855277729,51.2269855277729,51.2269855277729,51.2269855277729,51.2269855277729,51.2269855277729;3.27790877060281,3.27790877060281,3.27790877060281,3.27790877060281,3.27790877060281,3.27790877060281,3.27790877060281,3.27790877060281,3.27790877060281,3.27790877060281,3.27790877060281,3.27790877060281,3.27790877060281,3.27790877060281,3.27790877060281,3.27790877060281,3.27790877060281;23/06/2016
