frntype_sh;fietstrace;gemeente;lstrnm;rstrnm;lengte;wegcategor;beheer_shp;bff_datum_;ident8_opl;ident8_afl;latWGS84;loWGS84;Aangemaakt op
functionele fietsroute;31005_Kustlaan_10339;Brugge;Kustlaan;Kustlaan;168,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0340002;51.3275165713548,51.3275165713548,51.3275165713548,51.3275165713548,51.3275165713548,51.3275165713548;3.18128919461469,3.18128919461469,3.18128919461469,3.18128919461469,3.18128919461469,3.18128919461469;23/06/2016
functionele fietsroute;31005_Koning Albert I-laan_10326;Brugge;Koning Albert I-laan;Koning Albert I-laan;46,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3970001;N3970002;51.1985394218617,51.1985394218617,51.1985394218617,51.1985394218617,51.1985394218617,51.1985394218617,51.1985394218617,51.1985394218617,51.1985394218617;3.21334486864155,3.21334486864155,3.21334486864155,3.21334486864155,3.21334486864155,3.21334486864155,3.21334486864155,3.21334486864155,3.21334486864155;23/06/2016
functionele fietsroute;31005_Kustlaan_10342;Brugge;Kustlaan;Kustlaan;73,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0349011;;51.3377990059106,51.3377990059106,51.3377990059106,51.3377990059106,51.3377990059106,51.3377990059106;3.21642234740514,3.21642234740514,3.21642234740514,3.21642234740514,3.21642234740514,3.21642234740514;23/06/2016
functionele fietsroute;31005_Kustlaan_10340;Brugge;Kustlaan;Kustlaan;550,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0340001;;51.3271600114857,51.3271600114857,51.3271600114857,51.3271600114857,51.3271600114857,51.3271600114857;3.17614688251526,3.17614688251526,3.17614688251526,3.17614688251526,3.17614688251526,3.17614688251526;23/06/2016
functionele fietsroute;31005_Astridlaan_10254;Brugge;Astridlaan;Astridlaan;101,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3370001;N3370002;51.1952296525354,51.1952296525354,51.1952296525354,51.1952296525354,51.1952296525354,51.1952296525354,51.1952296525354,51.1952296525354;3.26191905427076,3.26191905427076,3.26191905427076,3.26191905427076,3.26191905427076,3.26191905427076,3.26191905427076,3.26191905427076;23/06/2016
functionele fietsroute;31043_Vaartdijk_10813;Knokke-Heist;Vaartdijk;Vaartdijk;445,00000000000000000;lokale weg type 1;Gemeente Knokke-Heist;20141231;;;51.3057007123823,51.3057007123823,51.3057007123823;3.2507815711609,3.2507815711609,3.2507815711609;23/06/2016
functionele fietsroute;31005_Doornstraat_10289;Brugge;Doornstraat;Doornstraat;237,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1893006241935,51.1893006241935,51.1893006241935,51.1893006241935,51.1893006241935,51.1893006241935,51.1893006241935,51.1893006241935,51.1893006241935;3.17691664616863,3.17691664616863,3.17691664616863,3.17691664616863,3.17691664616863,3.17691664616863,3.17691664616863,3.17691664616863,3.17691664616863;23/06/2016
functionele fietsroute;31005_Blankenbergse Steenweg_10270;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;507,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N3710001;N3710002;51.242335005843,51.242335005843,51.242335005843,51.242335005843,51.242335005843,51.242335005843,51.242335005843,51.242335005843,51.242335005843,51.242335005843,51.242335005843,51.242335005843,51.242335005843,51.242335005843,51.242335005843;3.19715845212178,3.19715845212178,3.19715845212178,3.19715845212178,3.19715845212178,3.19715845212178,3.19715845212178,3.19715845212178,3.19715845212178,3.19715845212178,3.19715845212178,3.19715845212178,3.19715845212178,3.19715845212178,3.19715845212178;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10402;Brugge;;;31,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2944345467575,51.2944345467575,51.2944345467575;3.20492846406713,3.20492846406713,3.20492846406713;23/06/2016
functionele fietsroute;31005_Dudzeelse Steenweg_10293;Brugge;Dudzeelse Steenweg;Dudzeelse Steenweg;39,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;N3760002;51.2438005506427,51.2438005506427,51.2438005506427,51.2438005506427;3.23017928023979,3.23017928023979,3.23017928023979,3.23017928023979;23/06/2016
functionele fietsroute;;Brugge;Buiten Gentpoortvest;Buiten Gentpoortvest;5,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;R0300001;R0300002;51.20321762096,51.20321762096;3.23429733775757,3.23429733775757;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10374;Brugge;Oostendse Steenweg;Oostendse Steenweg;52,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0090001;N0090002;51.2246800039732,51.2246800039732,51.2246800039732;3.19842901954425,3.19842901954425,3.19842901954425;23/06/2016
functionele fietsroute;;Brugge;Hendrik Pulinxpad;Hendrik Pulinxpad;57,00000000000000000;lokale weg type 1;Stad Brugge;20151229;;;51.1975185619407,51.1975185619407,51.1975185619407,51.1975185619407,51.1975185619407,51.1975185619407,51.1975185619407,51.1975185619407,51.1975185619407,51.1975185619407,51.1975185619407;3.22392813009956,3.22392813009956,3.22392813009956,3.22392813009956,3.22392813009956,3.22392813009956,3.22392813009956,3.22392813009956,3.22392813009956,3.22392813009956,3.22392813009956;23/06/2016
functionele fietsroute;31005_Westkapelse Steenweg_10455;Brugge;Westkapelse Steenweg;Westkapelse Steenweg;281,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;N3760002;51.2842540026592,51.2842540026592,51.2842540026592;3.23661263864717,3.23661263864717,3.23661263864717;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10368;Brugge;Oostendse Steenweg;Oostendse Steenweg;29,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N0090001;N0090002;51.2370697274425,51.2370697274425;3.17194837273094,3.17194837273094;23/06/2016
functionele fietsroute;31005_Diksmuidse Heerweg_10287;Brugge;Diksmuidse Heerweg;Diksmuidse Heerweg;229,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1859880337224,51.1859880337224,51.1859880337224,51.1859880337224,51.1859880337224,51.1859880337224,51.1859880337224,51.1859880337224,51.1859880337224;3.18330300688953,3.18330300688953,3.18330300688953,3.18330300688953,3.18330300688953,3.18330300688953,3.18330300688953,3.18330300688953,3.18330300688953;23/06/2016
functionele fietsroute;31005_Doornstraat_10289;Brugge;Doornstraat;Doornstraat;128,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1869323786236,51.1869323786236,51.1869323786236,51.1869323786236,51.1869323786236,51.1869323786236,51.1869323786236;3.16765711093379,3.16765711093379,3.16765711093379,3.16765711093379,3.16765711093379,3.16765711093379,3.16765711093379;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10440;Brugge;;;31,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644,51.2148507284644;3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141,3.25024442443141;23/06/2016
functionele fietsroute;31006_Sijseelsesteenweg_10494;Damme;Sijseelsesteenweg;Sijseelsesteenweg;283,00000000000000000;lokale weg type 1;Stad Damme;20141231;;;51.2244761324565,51.2244761324565,51.2244761324565,51.2244761324565,51.2244761324565,51.2244761324565,51.2244761324565,51.2244761324565,51.2244761324565,51.2244761324565,51.2244761324565,51.2244761324565,51.2244761324565,51.2244761324565,51.2244761324565,51.2244761324565,51.2244761324565,51.2244761324565;3.3096745513215,3.3096745513215,3.3096745513215,3.3096745513215,3.3096745513215,3.3096745513215,3.3096745513215,3.3096745513215,3.3096745513215,3.3096745513215,3.3096745513215,3.3096745513215,3.3096745513215,3.3096745513215,3.3096745513215,3.3096745513215,3.3096745513215,3.3096745513215;23/06/2016
functionele fietsroute;31005_Antwerpse Heerweg_10253;Brugge;Antwerpse Heerweg;Antwerpse Heerweg;72,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2094783074178,51.2094783074178,51.2094783074178,51.2094783074178,51.2094783074178;3.30312251249288,3.30312251249288,3.30312251249288,3.30312251249288,3.30312251249288;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10368;Brugge;Oostendse Steenweg;Oostendse Steenweg;88,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N0090001;N0090002;51.230465412518,51.230465412518,51.230465412518,51.230465412518;3.18696023868711,3.18696023868711,3.18696023868711,3.18696023868711;23/06/2016
functionele fietsroute;31005_Lappersfortstraat_10346;Brugge;Lappersfortstraat;Lappersfortstraat;17,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1927020830608,51.1927020830608,51.1927020830608,51.1927020830608,51.1927020830608;3.22994845408386,3.22994845408386,3.22994845408386,3.22994845408386,3.22994845408386;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10418;Brugge;;;22,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;;N3420002;51.1860525572753,51.1860525572753,51.1860525572753,51.1860525572753,51.1860525572753,51.1860525572753,51.1860525572753;3.22174636848506,3.22174636848506,3.22174636848506,3.22174636848506,3.22174636848506,3.22174636848506,3.22174636848506;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10418;Brugge;;;14,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;;N3420002;51.1859736027846,51.1859736027846,51.1859736027846,51.1859736027846,51.1859736027846;3.22200394287769,3.22200394287769,3.22200394287769,3.22200394287769,3.22200394287769;23/06/2016
functionele fietsroute;31005_Maalse Steenweg_10361;Brugge;Maalse Steenweg;Maalse Steenweg;182,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;;N0090002;51.2078322351526,51.2078322351526,51.2078322351526,51.2078322351526,51.2078322351526;3.28597150581212,3.28597150581212,3.28597150581212,3.28597150581212,3.28597150581212;23/06/2016
functionele fietsroute;;Brugge;;;13,00000000000000000;secundaire weg type 3;AWV - District Brugge;20160112;N0500001;;51.181490543704,51.181490543704,51.181490543704,51.181490543704,51.181490543704,51.181490543704,51.181490543704,51.181490543704,51.181490543704,51.181490543704,51.181490543704,51.181490543704,51.181490543704,51.181490543704,51.181490543704;3.23392341576731,3.23392341576731,3.23392341576731,3.23392341576731,3.23392341576731,3.23392341576731,3.23392341576731,3.23392341576731,3.23392341576731,3.23392341576731,3.23392341576731,3.23392341576731,3.23392341576731,3.23392341576731,3.23392341576731;23/06/2016
functionele fietsroute;31005_Maalse Steenweg_10351;Brugge;Maalse Steenweg;Maalse Steenweg;25,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;;N0090002;51.2095665601305,51.2095665601305,51.2095665601305;3.25584499608803,3.25584499608803,3.25584499608803;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10376;Brugge;Oostendse Steenweg;Oostendse Steenweg;18,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0090002;51.2222417742537,51.2222417742537,51.2222417742537,51.2222417742537,51.2222417742537;3.20484147036544,3.20484147036544,3.20484147036544,3.20484147036544,3.20484147036544;23/06/2016
functionele fietsroute;31005_Heidelbergstraat_10308;Brugge;Heidelbergstraat;Heidelbergstraat;112,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N3090001;N3090002;51.1723032642644,51.1723032642644,51.1723032642644,51.1723032642644,51.1723032642644;3.21624212619642,3.21624212619642,3.21624212619642,3.21624212619642,3.21624212619642;23/06/2016
functionele fietsroute;31005_Maalse Steenweg_10350;Brugge;Maalse Steenweg;Maalse Steenweg;159,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;N0090001;N0090002;51.2111092384216,51.2111092384216,51.2111092384216,51.2111092384216,51.2111092384216,51.2111092384216,51.2111092384216,51.2111092384216,51.2111092384216,51.2111092384216,51.2111092384216;3.24391707280964,3.24391707280964,3.24391707280964,3.24391707280964,3.24391707280964,3.24391707280964,3.24391707280964,3.24391707280964,3.24391707280964,3.24391707280964,3.24391707280964;23/06/2016
functionele fietsroute;;Brugge;Leopold II-laan;Leopold II-laan;13,00000000000000000;lokale weg type 2;Stad Brugge;20151229;;;51.2202820598948,51.2202820598948;3.22083489317551,3.22083489317551;23/06/2016
functionele fietsroute;31012_<straatnaam_ongekend>_10543;Jabbeke;;;8,00000000000000000;lokale weg type 3;Stad Brugge;20141231;;;51.1744959221813,51.1744959221813,51.1744959221813,51.1744959221813;3.13609485326749,3.13609485326749,3.13609485326749,3.13609485326749;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10375;Brugge;Oostendse Steenweg;Oostendse Steenweg;30,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0090001;;51.2228137567373,51.2228137567373,51.2228137567373,51.2228137567373,51.2228137567373;3.20389917628083,3.20389917628083,3.20389917628083,3.20389917628083,3.20389917628083;23/06/2016
functionele fietsroute;31005_Generaal Lemanlaan_10298;Brugge;Generaal Lemanlaan;Generaal Lemanlaan;43,00000000000000000;onbekend;AWV - District Brugge;20141231;N3370001;N3370002;51.2030144285959,51.2030144285959;3.23482250241623,3.23482250241623;23/06/2016
functionele fietsroute;31005_Maalse Steenweg_10352;Brugge;Maalse Steenweg;Maalse Steenweg;13,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;N0090001;;51.2093663418539,51.2093663418539;3.25784418886045,3.25784418886045;23/06/2016
functionele fietsroute;;Brugge;Buiten Begijnenvest;Buiten Begijnenvest;28,00000000000000000;secundaire weg type 3;AWV - District Brugge;20151229;;R0300002;51.1980880010273,51.1980880010273,51.1980880010273,51.1980880010273,51.1980880010273;3.21938224041464,3.21938224041464,3.21938224041464,3.21938224041464,3.21938224041464;23/06/2016
functionele fietsroute;31005_Maalse Steenweg_10350;Brugge;Maalse Steenweg;Maalse Steenweg;82,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;N0090001;N0090002;51.2107859228107,51.2107859228107,51.2107859228107,51.2107859228107;3.24648743270331,3.24648743270331,3.24648743270331,3.24648743270331;23/06/2016
functionele fietsroute;31005_Blankenbergse Steenweg_10261;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;2,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3710001;;51.2627081280643,51.2627081280643;3.18372364522106,3.18372364522106;23/06/2016
functionele fietsroute;31005_Torhoutse Steenweg_10444;Brugge;Torhoutse Steenweg;Torhoutse Steenweg;11,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;N0320001;N0320002;51.1975564887418,51.1975564887418,51.1975564887418;3.1998227546698,3.1998227546698,3.1998227546698;23/06/2016
functionele fietsroute;31005_Astridlaan_10254;Brugge;Astridlaan;Astridlaan;77,00000000000000000;onbekend;AWV - District Brugge;20141231;N3370001;N3370002;51.1937151885294,51.1937151885294,51.1937151885294,51.1937151885294,51.1937151885294,51.1937151885294,51.1937151885294;3.2656717005355,3.2656717005355,3.2656717005355,3.2656717005355,3.2656717005355,3.2656717005355,3.2656717005355;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10433;Brugge;;;73,00000000000000000;lokale weg type 3;Stad Brugge;20141231;;;51.2122233470492,51.2122233470492,51.2122233470492,51.2122233470492,51.2122233470492,51.2122233470492,51.2122233470492,51.2122233470492;3.23921598921994,3.23921598921994,3.23921598921994,3.23921598921994,3.23921598921994,3.23921598921994,3.23921598921994,3.23921598921994;23/06/2016
functionele fietsroute;;Brugge;Zandstraat;Zandstraat;28,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2019912607876,51.2019912607876,51.2019912607876,51.2019912607876,51.2019912607876;3.1901164726135,3.1901164726135,3.1901164726135,3.1901164726135,3.1901164726135;23/06/2016
functionele fietsroute;31005_Gistelse Steenweg_10304;Brugge;Gistelse Steenweg;Gistelse Steenweg;68,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N0320001;N0320002;51.2044396014898,51.2044396014898,51.2044396014898,51.2044396014898,51.2044396014898,51.2044396014898,51.2044396014898,51.2044396014898,51.2044396014898;3.20816765861267,3.20816765861267,3.20816765861267,3.20816765861267,3.20816765861267,3.20816765861267,3.20816765861267,3.20816765861267,3.20816765861267;23/06/2016
functionele fietsroute;;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;28,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N3710001;;51.2513774687524,51.2513774687524,51.2513774687524,51.2513774687524;3.19168863805256,3.19168863805256,3.19168863805256,3.19168863805256;23/06/2016
