MEETPUNT_ID;X;Y;HERKENNINGSPUNT1;HERKENNINGSPUNT2;latWGS84;loWGS84;Aangemaakt op
1072;71050;208600;Meulestee;Sint-Trudostraat;51.1819995932626;3.23962141785807;22/06/2016
1433;69500;219500;Hoeve in vroegere Zwaanhofstr. acchterhaven;;51.2797470184251;3.21503587993141;22/06/2016
1144;69300;210600;Koning Albert I laan;Stationslaan;51.199733293753;3.21415290841103;22/06/2016
1444;68050;220000;Zeebruggelaan 900m van Canadezenstraat richting Z;;51.2840367751111;3.19414471162208;22/06/2016
1319;71950;214500;Fortbekeweg  350m van Noorweegse Kaai;;51.2351478616849;3.25122291948293;22/06/2016
1474;68050;221150;Stationstraat;spoorweg;51.2943720354471;3.19388406531108;22/06/2016
1375;70300;217000;Dudzeelse steenweg  950m noord van Kruisabelestraat;;51.2573903768602;3.22705054855636;22/06/2016
1076;73800;208950;Oude trambedding  aan brug Sint-Trudoledeken;;51.1855142927619;3.27887168371046;22/06/2016
1531;65300;224150;Kustlaan  N 34  gemeentegrens met Blankenberge;;51.3209343759339;3.15376318897601;22/06/2016
1285;73300;213500;Spijkerdreef;Spijkerwegel;51.2263417059369;3.27076069842311;22/06/2016
1490;69200;221500;"""den overzet""  hoeve 400m noord-oost";;51.2976797562775;3.21029038414514;22/06/2016
1359;72150;216000;Brugse steenweg  grens met Damme;;51.2486559577312;3.25376300165674;22/06/2016
1354;69750;216300;Ter Bollestraat einde (pijpekop);;51.2510232085264;3.2193290416449;22/06/2016
1138;66450;210600;Zandstraat;Korte Molenstraat;51.1993281693905;3.17338412914065;22/06/2016
1488;68000;221500;Pol Dhondtstraat  uiterst noorden parking;;51.2975103281508;3.19308771121933;22/06/2016
1544;65600;224250;Kustlaan  N 34;toegang hoeve de sol Blanken.;51.3218773913602;3.1580421288463;22/06/2016
1479;71000;221000;Zuidelijk kanaaldok  kade (513);;51.2934352330759;3.23620298365277;22/06/2016
1401;72500;218000;Ronselarestraat 1800m van Koolkerkse wegel r. N;;51.2666769912845;3.25834693910958;22/06/2016
1605;67650;227000;Albert II laan   Albert II dok midden kade 121;;51.3468884415038;3.18681610530229;22/06/2016
1301;71500;214000;Vaartbekeweg  hoek Vaartbekeweg  zuidelijkste punt;;51.2305927508639;3.24488856824;22/06/2016
1537;68500;223500;Lisseweegse steenw.;Lisseweegs vaartje;51.3155545837208;3.19980481756332;22/06/2016
1006;64100;207100;Oostmoerstraat (Snellegem)  grens met Brugge;;51.1675272847503;3.14059497044807;22/06/2016
1053;69600;208100;Wagenbruggelaan;Sint-Godelievelaan;51.1773055398301;3.21899762701494;22/06/2016
1104;68500;209500;Titecastraat  50m vanaf Koningin Astridlaan;;51.1897348490238;3.20295545304187;22/06/2016
1177;75400;211250;Maalse steenweg  grens met Sijsele;;51.206394782901;3.30128133324618;22/06/2016
1010;66150;206500;Torhoutse steenweg;Rolleweg (Loppem);51.1624362056278;3.17003756796756;22/06/2016
1039;69050;207650;Chartreuzeweg;Rijselstraat;51.1731853110581;3.21123475788983;22/06/2016
1103;68100;209550;Velodroomstraat;Rennersweg;51.1901266630481;3.19722323772356;22/06/2016
1599;69600;226600;Havengeul  Strekdameinde Britaniadok en L.N.G.dok;;51.3435691077724;3.21488908889342;22/06/2016
1551;69000;224000;Jozef Verschaveweg  1000m vanaf Isabellalaan;;51.3201189823662;3.20686367786968;22/06/2016
1162;67550;211100;Refugestraat  zuidoosthoek Refugestraat pijpekop;;51.2039791391025;3.18900595649812;22/06/2016
1270;76000;213400;Sijseelse steenweg Moerkerke grens met Vijvekapelle;;51.2257949563677;3.30942650867803;22/06/2016
1513;68000;222700;Wulfsberge;Lisseweegs vaartje;51.3082938764545;3.19281543163508;22/06/2016
1435;70700;219500;Westkapelse steenweg;Kasteelstraat;51.2799132603753;3.23223206936582;22/06/2016
1091;71600;209050;Sint-Lucaslaan  pijpekop aan Sint-Trudoledeken;;51.1861191008584;3.24738823118106;22/06/2016
1428;67450;219950;Patentestraat;Assestraat;51.283501699192;3.18555824955456;22/06/2016
1273;67450;213500;zijweg west Expresweg  500m zuid van Oostendse steenweg;;51.2255350078274;3.1870286188834;22/06/2016
1476;69000;221150;"Boudewijnkanaal  weg ten oosten café ""den overzet""";;51.2945062875514;3.20750261487227;22/06/2016
1294;68400;214250;Sint-Pietersmolenstraat;Blankenbergse Dijk;51.2324105449299;3.20045637366033;22/06/2016
1018;65300;207000;Diksmuidse Heerweg   400m ZW vanaf De Watermolen;;51.1668064519169;3.15777283082474;22/06/2016
1133;73550;210200;Loreinendreef;Populierendreef;51.1967161883447;3.27503385601534;22/06/2016
1077;73800;208550;Sint-Trudoledeken grens met Oedelem;;51.181919156133;3.27895559915489;22/06/2016
1193;71650;211600;Assebroeklaan;Invaliedenstraat;51.2090438915349;3.24755316027717;22/06/2016
1547;67050;224000;Karveelstraat  500m vanaf Baron de Maerelaan;;51.3198415874415;3.17889616826918;22/06/2016
1276;68650;213550;parking sportkomplex Tempelhof;;51.226153687165;3.20419351885634;22/06/2016
1552;69550;224000;Nieuwzeelandse Kaai  700m vanaf Kiwiweg;;51.3201960178772;3.21475091935911;22/06/2016
1437;71800;219500;Zwiersweg  100m van Damse steenwegrichting noord;;51.2800634502679;3.24799488825763;22/06/2016
1159;66000;211000;Legeweg  350m vanaf Grote Moerstraat richting O;;51.2028579409877;3.16685395416426;22/06/2016
1054;70150;208000;Heidelbergstraat  brug Leiselebeek;;51.1764838648999;3.22688271013997;22/06/2016
1410;71050;218500;Stapelvoorde  700m vanaf Damse steenweg;;51.2709744132411;3.2374656239802;22/06/2016
1344;70000;215750;Kruisabelestraat   aan pijpekop;;51.2461143459982;3.223030162822;22/06/2016
1496;72100;221700;Alfred Ronsestraat;bijstraat 0m;51.2998757756581;3.25181954076141;22/06/2016
1109;71050;209550;Kongostraat;Kerkhofblommestraat;51.1905372427061;3.23941491675852;22/06/2016
1528;70050;223000;Margareta van Oostenrijkstraat   kade 502 midden;;51.3112789262855;3.2221440297369;22/06/2016
1576;70500;225300;Gustave v Nieuwenhuyse -- grens Heist;;51.3320104041633;3.22809082043324;22/06/2016
1397;70650;218250;Landslag einde aan eivoordebeek;;51.2686731015947;3.23178944904412;22/06/2016
1295;68700;214000;Blankenbergse steenweg -- Sint-Pieterskerk parking;;51.2302052563735;3.20480666151245;22/06/2016
1571;68000;225000;Minister Beernaertstr;Loodswezenstraat;51.3289641366612;3.19229316086253;22/06/2016
1180;65300;211500;Grote Moerstraat;Koestraat;51.2072486336434;3.15672331424324;22/06/2016
1175;74400;211250;Margareta van Vlaanderenstraat  brug Maleleie;;51.2062647850521;3.28697447667912;22/06/2016
1161;67100;211000;Jachthoorenlaan;Hazepad;51.2030168420492;3.18259051892545;22/06/2016
1602;66000;227000;Westdam  1750m vanaf St.G 450m loodrecht op dam;;51.3466501645767;3.16313917007332;22/06/2016
1393;68650;218000;Gotevlietstraat  pijpekop noord;;51.2661469787659;3.20319418046003;22/06/2016
1596;67950;226550;Albert II laan - midden verbinding - Leopold II dam;;51.3428869369215;3.19122507658883;22/06/2016
1259;70000;213000;Komvest -- Ter Pannestraat -- Baron Ruzettepark;;51.2213998436439;3.22363713779537;22/06/2016
1502;68950;222100;"""den overzet""  hoeve 1000m noord";;51.3030364671459;3.20657262991356;22/06/2016
1316;70650;214750;Dudzeelse steenweg;Vieringstraat;51.2372170946386;3.23255634699053;22/06/2016
1539;69650;223650;Kiwiweg  Nieuwzelandkaai  kade 401-402;;51.3170645851135;3.21626351169885;22/06/2016
1365;70400;216500;Dudzeelse steenweg  400m noord van Kruisabelestraat;;51.2529101459238;3.22859325786583;22/06/2016
1538;69100;223500;Jozef Verschaveweg  1500m vanaf Isabellalaan;;51.3156391124731;3.20840856167799;22/06/2016
1267;74200;213000;Pijpeweg;Lettenburgweg;51.2219663975436;3.28374634760627;22/06/2016
1510;66600;222500;Groendijk  250m richting noord vanaf Uitkerkestraat(zuid);;51.3062961551848;3.17278823489251;22/06/2016
1250;65550;213000;Lege Moerstraat   50m voorbij grens Meetkerke;;51.2207662137778;3.15995031904185;22/06/2016
1420;70000;219000;Zwaanhofstraat  200m van Westkapelse stw;;51.2753237602173;3.22231195697897;22/06/2016
1612;66750;227700;Landhoofd kadebrug 144  Wielingedok;Caxtonweg;51.3530497014966;3.17374029958513;22/06/2016
1243;72650;212600;Bischopsdreef;Gemene Weideweg Noord;51.2181658057697;3.26164938648877;22/06/2016
1325;67700;215000;Spreeuwstraat 350m vanaf Blankenbergse dijk;;51.2390516623704;3.19026567844757;22/06/2016
1315;70000;214500;Lodewijk Coiseaukaai   Groothandelsdok-Boudewijnk;;51.2348809329638;3.2233061299593;22/06/2016
1330;70200;215000;Vieringstraat -- inrijdreef naar kasteel Ten Berge;;51.239402673911;3.22605836453109;22/06/2016
1314;69500;214500;Pathoekeweg  ingang parking Glaverbel;;51.2348114232505;3.21614751008827;22/06/2016
1631;67100;228650;Westdam  west vuurtoren;;51.3616371368637;3.17854503699175;22/06/2016
1417;69050;219000;Ter Doeststraat  600m van Stationsweg (natuurvijver);;51.2751912284189;3.20870082111364;22/06/2016
1367;71050;216500;Kruisabelestraat  250m richting N van Koolkerkse wegel;;51.2529994316481;3.23790181411451;22/06/2016
1095;73700;209250;Groenewijk  zuid-westhoek;;51.1881971702737;3.2773799105739;22/06/2016
1434;70150;219500;Vaneweg  pijpekop aan Havenrandweg-Zuid;;51.2798373695029;3.2243497745836;22/06/2016
1499;67700;222300;Zeebruggelaan;Wulfsberge;51.3046562303285;3.18860536464632;22/06/2016
1416;68150;219000;Zeelaan  van Stationsweg 750m richting Zeebrugge;;51.2750642129719;3.19580457724416;22/06/2016
1353;69200;216000;Kleine Pathoekeweg  pijpekop;;51.2482505014205;3.21151857486497;22/06/2016
1377;71250;217150;kruisabelestraat;Koolkerkewegel;51.2588693610628;3.24062389890743;22/06/2016
1376;71250;217150;Kruisabelestraat;Koolkerkewegel;51.2588693610628;3.24062389890743;22/06/2016
1336;73050;215000;Polderstraat  gemeentegrens met Damme;;51.2397896325308;3.26686448180119;22/06/2016
1195;72500;211500;Veltemweg 150m vanaf ingang Interbad richting oost;;51.2082595034424;3.2597369944654;22/06/2016
1610;70300;227100;Gasterminal  ingang parking hoofdkantoor;;51.3481590977094;3.22482302818995;22/06/2016
1023;67100;207000;Lorkendreef  (zuid-west draai) nabij E 40;;51.1670673636061;3.18350352463686;22/06/2016
1028;69650;207700;Heidelbergstraat;Rietlaan;51.1737185489168;3.21980121954256;22/06/2016
1442;67000;220000;Assestraat  450m vanaf patentestraat;;51.2838866165583;3.17909752102087;22/06/2016
1216;71050;212000;Langestraat;Peperstraat;51.2125572726818;3.2388819637309;22/06/2016
1031;65750;207550;Diksmuidse Heerweg;Zeeweg;51.1718147077961;3.16407845458698;22/06/2016
1061;65500;208750;Doornstraat;Jagersdreef;51.1825633749134;3.16022399563414;22/06/2016
1299;70600;214100;Lijsterstraat;Distelvinkstraat;51.2313687249544;3.23198265265513;22/06/2016
1584;70000;225500;Hendrik v Minderhou;luifel Sea-ro;51.3337392047002;3.22087289706827;22/06/2016
1149;71600;210500;Camiel van den Busschestraat;Voorslag;51.1991509095312;3.24707514055331;22/06/2016
1408;70100;218650;Herdersbruggestraat;Dudzeelse steenweg;51.2721910140876;3.22382261216652;22/06/2016
1112;72550;209600;Weidestraat;Oude spoorwegbedding;51.1911897694223;3.26085805072186;22/06/2016
1575;70150;225150;Hendrik v Minderhou;Gustave v Nieuwenhuysestraat;51.3306146281359;3.22310118948437;22/06/2016
1166;69500;211100;Boeveriestraat  aan plijntje bij nabij 't Zand;;51.2042541513581;3.21690221035129;22/06/2016
1398;71150;218000;Kruisabelestraat;Waterhofstedestraat;51.2664940711934;3.23900778141671;22/06/2016
1081;66500;209050;Leeuwetandstraat;Rolklaverstraat;51.1854047387835;3.17445609479674;22/06/2016
1131;72500;210000;Daverloostraat;Michel van Hammestraat;51.1947781738231;3.26005728647174;22/06/2016
1110;71550;209550;Canadaring;Antoon de Lensstraat;51.1906053455683;3.24656677801723;22/06/2016
1271;66450;213500;Speistraat   brug met Blauwe Torengeleed;;51.2253911820436;3.17271622644408;22/06/2016
1457;67250;220700;Canadzeznstraat;Parentestraat;51.2902133534977;3.18251946462824;22/06/2016
1237;69600;212500;Koningin Elisabetlaan;Veldmaarschalk Fochstraat;51.2168501964314;3.21802311905907;22/06/2016
1274;67550;213500;zijweg oost Expresweg  900m noord van kanaal Oostende;;51.2255493006519;3.18846041650132;22/06/2016
1068;69000;208550;De Rode Poort  rondpunt pijpekop zuid-west;;51.1812664001085;3.21031902567591;22/06/2016
1555;65150;224500;Kustlaan grens Blankenberge 400m recht naar zee;;51.3240576414389;3.15152885530288;22/06/2016
1266;73650;213000;Spijkerwegel;Moerkerkse steenweg;51.2218939520387;3.27587561162733;22/06/2016
1328;69100;215200;Zeveneke;Poelweg;51.2410464861481;3.21026472786379;22/06/2016
1150;72100;210550;Vooruitgangstraat;Korte Vooruitgangstraat;51.1996680804573;3.25421759918745;22/06/2016
1092;72100;209150;Oude spoorwegberm;landwegel Meersen;51.1870857896922;3.25451797007929;22/06/2016
1140;67100;210650;Koude Keukenstraat;Maurits van Compernollestraat;51.1998701675779;3.1826704914276;22/06/2016
1160;66650;211000;Pastoriestraat  250m vanaf Legeweg richting zuid;;51.2029520860871;3.17615240125413;22/06/2016
1066;68100;208600;Domeindreef;Kloppersweg;51.1815890873447;3.19743745570144;22/06/2016
1419;69750;219200;Havenrandweg-Zuid  aan Zwaanhofstraat;;51.2770859403963;3.21868611009188;22/06/2016
1211;68500;212000;Bevrijdingslaan -- Hamiltonpark -- spoorweg;;51.2122030852127;3.20239408712282;22/06/2016
1329;69600;215000;Pathoekeweg  700m van Kolvestraat richting zuid;;51.2393194246434;3.21746866145835;22/06/2016
1194;72050;211500;Fortuinstraat;Welvaertstraat;51.2081989498733;3.25329804924798;22/06/2016
1277;69000;213600;Sint-Pietersgroenstraat;Karel Ledegankstraat;51.2266524137697;3.20919187931622;22/06/2016
1518;71250;222500;Zuidelijk kanaaldok  kade 527 laadbruglandhoofd;;51.3069501658626;3.23945904649545;22/06/2016
1132;73100;210100;Loreinenstuk;Gemene Weideweg Zuid;51.1957574001209;3.2686176740851;22/06/2016
1198;74000;211500;Maalse steenweg  100m vanaf Vijversdreef rich. oost;;51.2084588042101;3.28119903537683;22/06/2016
1306;65800;214900;Oostendse steenweg  gemeentegrens met Meetkerke;;51.2378786110658;3.16308625612057;22/06/2016
1308;66700;214600;Oostendse steenweg  aan Honkaertbeek;;51.2353132434298;3.17604107479461;22/06/2016
1389;71500;217950;Waterhofstedestraat  400m van Kruisabelestraat;;51.2660922798402;3.24403253897877;22/06/2016
1040;69700;207700;Heidelbergstraat;Rietlaan;51.1737254992338;3.22051632844045;22/06/2016
1254;67550;213000;zijweg oost Expresweg  400m noord van kanaal Oostende;;51.2210552425557;3.18857411960786;22/06/2016
1013;67500;206500;Vijvers (Loppem);Reigerslaan (Loppem);51.1626304251212;3.18933518780044;22/06/2016
1438;72100;219550;Oostkerkestraat  tussen gasinstalaties;;51.2805535610858;3.25228274898704;22/06/2016
1123;68550;210000;Titecastraat;Jozef Woutersstraat;51.1942348698105;3.20355866117555;22/06/2016
1630;66900;228500;Westdam voor splitsing noord- en zuid-oost strekdam;;51.3602598108742;3.17570765837649;22/06/2016
1340;68050;215900;Blankenbergse steenweg;Monnikenwerve;51.2471893178822;3.19507302286183;22/06/2016
1221;73600;212150;Poortersstraat  pijpekop west;;51.2142476336437;3.27533881127354;22/06/2016
1089;70600;209000;Vaartdijkstraat  ter hoogte van oude brandweerkazerne;;51.185533046849;3.23309868057608;22/06/2016
1070;70050;208700;Sint-Michielslaan;Spoorwegstraat;51.1827611959759;3.22530020018615;22/06/2016
1107;70000;209500;Ten Briele  350m vanaf Ten Briele in pijpekop;;51.1899444614942;3.22440872681421;22/06/2016
1094;73350;209000;Koeiendreef;Binnenweg van Beernem²;51.1859043341346;3.27242714018196;22/06/2016
1562;68550;224500;Noordzeestraat;IJslandstraat;51.324548280628;3.20029655059229;22/06/2016
1145;69600;210500;Stationsplein  busstelplaats;;51.1988760600784;3.21846626640668;22/06/2016
1429;67600;219600;Patentestraat;Groot ter Doest;51.2803777212089;3.18778650743641;22/06/2016
1143;68550;210600;Ontmijnerslaan;Orchideënlaan;51.1996280436785;3.2034240197253;22/06/2016
1600;69600;226600;Strekdameinde tussen Britaniadok en L.N.G.dok;;51.3435691077724;3.21488908889342;22/06/2016
1568;66500;225000;Einde Zeedijk  100m terug en 200m recht naar zee;;51.3287487185118;3.17077777295098;22/06/2016
1595;67000;226500;Albert II dok  zuidelijk punt kade 124;;51.3423013164774;3.17760391451934;22/06/2016
1323;66950;215450;Blauwe Torenstraat;Spreeuwenstraat;51.2429875868689;3.17942467038436;22/06/2016
1556;65500;224500;"Kustlaan toegang hoeve ""de sol"" 250m naar zee";;51.3241090736407;3.15654887553427;22/06/2016
1115;74000;209500;Astridlaan;F. Pauwelsstraat;51.1904843793516;3.28161776593271;22/06/2016
1581;68500;225500;Graaf Jansdijk;Witte Bankstraat;51.3335289567844;3.19935331909036;22/06/2016
1124;69000;210150;Barrièrestraat;Ten Hove;51.1956467191377;3.20996213475086;22/06/2016
1526;69150;223250;Jozef Verschaveweg  einde (Pijpekop);;51.3133997551067;3.20918180190635;22/06/2016
1197;73500;211500;Maalse steenweg;Bos en Lommer;51.2083927979004;3.27404438656905;22/06/2016
1063;66500;208550;Oude Sint-Annadreef;Heideroosstraat;51.1809106244843;3.17457104873356;22/06/2016
1215;70600;212000;Jeruzalemstraat;Sint-Annakerk;51.2124955831926;3.23244245253431;22/06/2016
1481;71750;221050;Alfred Ronsestraat;Margareta van Oostenrijkstraat;51.2939870168812;3.24694273722518;22/06/2016
1501;68650;222050;Boudewijnkanaal  jaagpad west  zuidelijkste bunker;;51.3025447054843;3.20228318018107;22/06/2016
1608;69350;227250;strekdam tussen havengeul en L.N.G.dok  zuideinde;;51.3493753593435;3.21115701033917;22/06/2016
1347;71700;215500;Smallestraat  aan einde (pijpekop);;51.244101007383;3.24742656614607;22/06/2016
1511;67100;222750;Uitkerkestraat  splitsing tussenPatentestraat en Geitestraat;;51.3086146556247;3.17990042995772;22/06/2016
1102;67550;209500;Diksmuidse heerweg;Kapelweg;51.1896000884095;3.18936934040709;22/06/2016
1174;73500;211150;Zilversparrestraat  150m vanaf Engelendalelaan;;51.2052472290989;3.27411817144684;22/06/2016
1441;66550;220250;(Canadezenstraat)  --spoorweg Blankenberge;;51.2860680585549;3.17259054795216;22/06/2016
1500;68250;222100;Lisseweegs vaartje;Beukemarestraat;51.302937627479;3.19653703721261;22/06/2016
