Id;Materiaal;Beheerder;latWGS84;loWGS84;Aangemaakt op
29;verf;Stad;51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463,51.2059970273463;3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671,3.19295146832671;15/09/2016
2;verf;Stad;51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873,51.2309950268873;3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542,3.22803437401542;15/09/2016
56;;Stad;51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447,51.1812660319447;3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685,3.23904079589685;15/09/2016
6;verf;Stad;51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415,51.201373234415;3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921,3.21580752314921;15/09/2016
43;betonstraatstenen;Stad;51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714,51.2040868493714;3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331,3.21035008580331;15/09/2016
23;verf;Stad;51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689,51.1885552578689;3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095,3.20696460269095;15/09/2016
24;thermoplast;Stad;51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571,51.1886038103571;3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299,3.20106760299299;15/09/2016
34;verf;Stad;51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756,51.2178675593756;3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859,3.21223791140859;15/09/2016
38;thermoplast;Stad;51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685,51.2238428438685;3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956,3.21468429856956;15/09/2016
30;verf;Stad;51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203,51.2060487392203;3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467,3.19295055656467;15/09/2016
18;;Stad;51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336,51.1914181486336;3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336,3.18623026117336;15/09/2016
14;thermoplast;Stad;51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436,51.2072410709436;3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662,3.27483233286662;15/09/2016
