Naam;Formule;Straat;HuisNr;HuisNrToev;Postcode;Deelgemeente;Gemeente;Branche;Wvo;Check_dat;Winkelgebied;Subcentrum;StrnmEnHuisnr;latWGS84;loWGS84;Aangemaakt op
D'Hoeve;(Zelfst/nvt);Tillegemstraat;55;;8200;Sint-Michiels;Brugge;59.210.434-Restaurant;;20080204;Verspreide bewinkeling Sint-Michiels;Overig_Sint-Michiels;Tillegemstraat 55;51.1808704310136;3.20404148649006;05/07/2016
In 't Nieuw Museum;(Zelfst/nvt);Hooistraat;42;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Hooistraat 42;51.2078797815876;3.23610984229087;05/07/2016
Hotel Cavalier;(Zelfst/nvt);Kuipersstraat;25;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Kuipersstraat 25;51.2104617275169;3.22275981585431;05/07/2016
Couvert;(Zelfst/nvt);Eekhoutstraat;17;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Eekhoutstraat 17;51.2064512706261;3.22806800615798;05/07/2016
Tableau;(Zelfst/nvt);Komvest;56;;8000;Brugge;Brugge;59.210.434-Restaurant;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Komvest 56;51.2208884467303;3.22653212341999;05/07/2016
Cultuurcafe Biekorf;(Zelfst/nvt);Sint-Jakobsstraat;20;2;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;Sint-Jakobsstraat 20;51.2098878795846;3.22225917255397;05/07/2016
Le Petit Patron;(Zelfst/nvt);Niklaas Desparsstraat;4;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Niklaas Desparsstraat 4;51.2096906864453;3.22355546533383;05/07/2016
De Pauw;(Zelfst/nvt);Sint-Gilliskerkhof;8;;8000;Brugge;Brugge;59.210.234-Hotel;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Sint-Gilliskerkhof 8;51.215192471701;3.22710701964407;05/07/2016
Pita Efes;(Zelfst/nvt);Gaston Roelandtsplein;24;;8310;Assebroek;Brugge;59.210.215-Grillroom/Sh;;20090115;Assebroek;Assebroek;Gaston Roelandtsplein 24;51.2006988025758;3.2457522507506;05/07/2016
De Goezeput;(Zelfst/nvt);Goezeputstraat;29;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Goezeputstraat 29;51.2043494517344;3.22079771092047;05/07/2016
Ocean City;(Zelfst/nvt);Gistelse Steenweg;497;;8200;Sint-Andries;Brugge;59.210.434-Restaurant;;20090114;Centrum Sint-Andries;Centrum Sint-Andries;Gistelse Steenweg 497;51.1967023352584;3.17862128306398;05/07/2016
Café Sportwereld;(Zelfst/nvt);Dorpsplein;21;;8380;Dudzele;Brugge;59.210.123-Café;;20090113;Centrum Dudzele;Centrum Dudzele;Dorpsplein 21;51.2725121164973;3.22448714976131;05/07/2016
't Apertje;(Zelfst/nvt);Damse Vaart-Zuid;223;;8310;Sint-Kruis;Brugge;59.210.430-Café-Restaurant;;20080123;Verspreide bewinkeling Sint-Kruis;Overig_Sint-Kruis;Damse Vaart-Zuid 223;51.2340367952078;3.25918678154144;05/07/2016
Vossesteert;(Zelfst/nvt);Vossensteert;251;;8310;Sint-Kruis;Brugge;59.210.123-Café;;20090115;Baanconcentratie Maalse Steenweg;Baanconcentratie Maalse Steenweg;Vossensteert 251;51.2071074009945;3.26720998824924;05/07/2016
Sandwich Express;(Zelfst/nvt);Mercatorstraat;7;;8380;Zeebrugge;Brugge;59.210.171-Fastfood;;20090113;Zeebrugge-bad;Zeebrugge-bad;Mercatorstraat 7;51.3278959291838;3.18340677767378;05/07/2016
Weinebrugge;(Zelfst/nvt);Koning Albert I Laan;242;;8200;Sint-Michiels;Brugge;59.210.235-Hotel-Rest;;20080204;Verspreide bewinkeling Sint-Michiels;Overig_Sint-Michiels;Koning Albert I Laan 242;51.1706083740222;3.19733308804346;05/07/2016
Vineeto;(Zelfst/nvt);Oude Burg;8;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Oude Burg 8;51.2073286157056;3.2248383999941;05/07/2016
De Torre;(Zelfst/nvt);Langestraat;8;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090115;Langestraat;Langestraat;Langestraat 8;51.2095294614298;3.23182834119474;05/07/2016
Hotel Nicola's;(Zelfst/nvt);Niklaas Desparsstraat;7;-9;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Niklaas Desparsstraat 7;51.2099105836437;3.22352608449198;05/07/2016
Tramhuis;(Zelfst/nvt);Gaston Roelandtsplein;2;;8310;Assebroek;Brugge;59.210.123-Café;;20090115;Assebroek;Assebroek;Gaston Roelandtsplein 2;51.2009921610941;3.24613624160115;05/07/2016
De Klokke;(Zelfst/nvt);Torhoutse Steenweg;208;;8200;Sint-Andries;Brugge;59.210.123-Café;;20090114;Torhoutse Steenweg;Torhoutse Steenweg;Torhoutse Steenweg 208;51.1971463184119;3.20083180283694;05/07/2016
't Baronneke;(Zelfst/nvt);Baron Ruzettelaan;146;;8310;Assebroek;Brugge;59.210.171-Fastfood;;20090113;Baanconcentratie Baron Ruzettelaan;Baanconcentratie Baron Ruzettelaan;Baron Ruzettelaan 146;51.192254329399;3.23193740523728;05/07/2016
Polshoogte;(Zelfst/nvt);Gentpoortstraat;64;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090115;Gentpoortsestraat;Gentpoortsestraat;Gentpoortstraat 64;51.203151772983;3.23370293365167;05/07/2016
Pizza Company;(Zelfst/nvt);Ezelstraat;63;;8000;Brugge;Brugge;59.210.180-Bezorg/Halen;;20090115;Ezelstraat;Ezelstraat;Ezelstraat 63;51.2130926233268;3.21813605352796;05/07/2016
Hotel Heritage;(Zelfst/nvt);Niklaas Desparsstraat;11;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Niklaas Desparsstraat 11;51.2101128388385;3.22370930468296;05/07/2016
Kerim;(Zelfst/nvt);Oostendse Steenweg;61;;8000;Brugge;Brugge;59.210.215-Grillroom/Sh;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Oostendse Steenweg 61;51.2218924476012;3.2054089577746;05/07/2016
Hertog van Windsor;(Zelfst/nvt);Vrijdagmarkt;7;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090115;Smedenstraat;Smedenstraat;Vrijdagmarkt 7;51.2047002381082;3.21671038488072;05/07/2016
De Kelk;(Zelfst/nvt);Langestraat;69;;8000;Brugge;Brugge;59.210.123-Café;;20090115;Langestraat;Langestraat;Langestraat 69;51.2107133896348;3.23528647277906;05/07/2016
De Kuisbank;(Zelfst/nvt);Werfkaai;15;;8380;Zeebrugge;Brugge;59.210.123-Café;;20090113;Verspreide bewinkeling Zeebrugge;Overig_Zeebrugge;Werfkaai 15;51.3299872409493;3.20100897956854;05/07/2016
Los Amigos;(Zelfst/nvt);Gistelse Steenweg;471;;8200;Sint-Andries;Brugge;59.210.123-Café;;20090114;Centrum Sint-Andries;Centrum Sint-Andries;Gistelse Steenweg 471;51.196982980371;3.18152280838031;05/07/2016
Ter Loy;(Zelfst/nvt);Ter Looigemweg;11;;8000;Brugge;Brugge;59.210.123-Café;;20090113;Sint-Jozef;Sint-Jozef;Ter Looigemweg 11;51.2255328801276;3.23108025747468;05/07/2016
Sivalai;(Zelfst/nvt);Katelijnestraat;123;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Katelijnestraat 123;51.2004611010312;3.22866263440878;05/07/2016
Rozenbrouw;(Zelfst/nvt);Vlamingstraat;71;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;Vlamingstraat 71;51.2122266805664;3.22264266717629;05/07/2016
Park / Fleuri;(Zelfst/nvt);Minderbroedersstraat;1;;8000;Brugge;Brugge;59.210.235-Hotel-Rest;;20090119;Centrum Brugge;Centrum Brugge;Minderbroedersstraat 1;51.2072928419343;3.23098071165682;05/07/2016
Salade Folle;(Zelfst/nvt);Walplein;13;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Walplein 13;51.2021923706251;3.22493662152937;05/07/2016
De Ketel;(Zelfst/nvt);Brugse Steenweg;303;;8000;Koolkerke;Brugge;59.210.123-Café;;20080225;Verspreide bewinkeling Koolkerke;Overig_Koolkerke;Brugse Steenweg 303;51.2416176614266;3.24944320180856;05/07/2016
Frituur Peter;(Zelfst/nvt);Blankenbergse Steenweg;193;;8000;Brugge;Brugge;59.210.171-Fastfood;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Blankenbergse Steenweg 193;51.2277996375061;3.20593528946061;05/07/2016
Falstaff;(Zelfst/nvt);Zeedijk;9;;8380;Zeebrugge;Brugge;59.210.430-Café-Restaurant;;20090113;Zeebrugge-bad;Zeebrugge-bad;Zeedijk 9;51.3292498896769;3.18067545516632;05/07/2016
Passage;(Zelfst/nvt);Oudekerkstraat;1;;8200;Sint-Michiels;Brugge;59.210.171-Fastfood;;20080204;Verspreide bewinkeling Sint-Michiels;Overig_Sint-Michiels;Oudekerkstraat 1;51.1903727600513;3.21084543774143;05/07/2016
De Londres;(Zelfst/nvt);'t Zand;15;#1;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;'t Zand 15;51.2055838833099;3.21831934321233;05/07/2016
Spoor 13;(Zelfst/nvt);Spoorwegstraat;234;;8200;Sint-Michiels;Brugge;59.210.123-Café;;20080204;Verspreide bewinkeling Sint-Michiels;Overig_Sint-Michiels;Spoorwegstraat 234;51.1843876343665;3.22373541032903;05/07/2016
't Capucientje;(Zelfst/nvt);Westmeers;72;;8000;Brugge;Brugge;59.210.123-Café;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Westmeers 72;51.2026845426654;3.21976138779755;05/07/2016
Het Andere Idee;(Zelfst/nvt);Hauwerstraat;9;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090115;Smedenstraat;Smedenstraat;Hauwerstraat 9;51.2037583468854;3.21519147210027;05/07/2016
Atlantic;(Zelfst/nvt);Tijdokstraat;36;;8380;Zeebrugge;Brugge;59.210.430-Café-Restaurant;;20090113;Kustlaan;Kustlaan;Tijdokstraat 36;51.3316655221417;3.20257431919478;05/07/2016
L' Italiano;(Zelfst/nvt);Vlamingstraat;6;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Vlamingstraat 6;51.2096435240904;3.22490895140428;05/07/2016
Onbekend;(Zelfst/nvt);Wijngaardstraat;21;;8000;Brugge;Brugge;59.210.171-Fastfood;;20090119;Centrum Brugge;Centrum Brugge;Wijngaardstraat 21;51.2018597521357;3.22505360562611;05/07/2016
Erasmus;(Zelfst/nvt);Wollestraat;35;;8000;Brugge;Brugge;59.210.235-Hotel-Rest;;20090119;Centrum Brugge;Centrum Brugge;Wollestraat 35;51.2075246840721;3.2266599840519;05/07/2016
Bistro De Pompe;(Zelfst/nvt);Kleine Sint-Amandsstraat;2;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Kleine Sint-Amandsstraat 2;51.2083195146748;3.22257259136641;05/07/2016
De Gastro;(Zelfst/nvt);Braambergstraat;6;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Braambergstraat 6;51.2073643677213;3.22830027334254;05/07/2016
De Gouden Meermin;(Zelfst/nvt);Markt;31;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Markt 31;51.2094039765888;3.22422482570175;05/07/2016
Taveerne Hollywood;(Zelfst/nvt);'t Zand;24;;8000;Brugge;Brugge;59.210.235-Hotel-Rest;;20090119;Centrum Brugge;Centrum Brugge;'t Zand 24;51.2046121288962;3.21873069081355;05/07/2016
Lindenhove;(Zelfst/nvt);Leiselestraat;2;;8200;Sint-Michiels;Brugge;59.210.430-Café-Restaurant;;20090113;Centrum Sint-Michiels;Centrum Sint-Michiels;Leiselestraat 2;51.187162523898;3.21580622840323;05/07/2016
't Leenhof;(Zelfst/nvt);Pastoor Verhaegheplein;23;;8310;Assebroek;Brugge;59.210.430-Café-Restaurant;;20080124;Verspreide bewinkeling Assebroek;Overig_Assebroek;Pastoor Verhaegheplein 23;51.187535668679;3.27394885243516;05/07/2016
Opus Latino;(Zelfst/nvt);Burg;15;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Tersteeghere (s);Burg 15;51.2082225418988;3.22620382625288;05/07/2016
De Witte Poorte;(Zelfst/nvt);Jan van Eyckplein;6;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Jan van Eyckplein 6;51.2118448752951;3.22581992774292;05/07/2016
Narai Thai;(Zelfst/nvt);Smedenstraat;43;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090115;Smedenstraat;Smedenstraat;Smedenstraat 43;51.2050687847333;3.21457429539693;05/07/2016
Pitta Olympia;(Zelfst/nvt);Gistelse Steenweg;618;;8200;Sint-Andries;Brugge;59.210.215-Grillroom/Sh;;20090114;Centrum Sint-Andries;Centrum Sint-Andries;Gistelse Steenweg 618;51.1962853822785;3.17508141885364;05/07/2016
Detavenier;(Zelfst/nvt);Wijngaardstraat;8;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090119;Centrum Brugge;Centrum Brugge;Wijngaardstraat 8;51.2023113498598;3.22525651629085;05/07/2016
Rosenburg;(Zelfst/nvt);Coupure;30;;8000;Brugge;Brugge;59.210.234-Hotel;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Coupure 30;51.2067017729127;3.23459433404928;05/07/2016
Passeviet;(Zelfst/nvt);Smedenstraat;48;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090115;Smedenstraat;Smedenstraat;Smedenstraat 48;51.2055285592203;3.21454447653394;05/07/2016
Kleine Hap;(Zelfst/nvt);Jules van Praetstraat;75;;8000;Brugge;Brugge;59.210.171-Fastfood;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Jules van Praetstraat 75;51.2289964975072;3.23941025432109;05/07/2016
Sing Wah;(Zelfst/nvt);Scheepsdalelaan;46;;8000;Brugge;Brugge;59.210.180-Bezorg/Halen;;20090409;Blankenbergse Steenweg;Blankenbergse Steenweg;Scheepsdalelaan 46;51.2177504808896;3.21235811582058;05/07/2016
Tearoom Usilia;(Zelfst/nvt);Pelderijnstraat;6;;8310;Sint-Kruis;Brugge;59.210.430-Café-Restaurant;;20080122;Verspreide bewinkeling Sint-Kruis;Overig_Sint-Kruis;Pelderijnstraat 6;51.2076219581531;3.28717727889425;05/07/2016
Notre Dame;(Zelfst/nvt);Mariastraat;3;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Mariastraat 3;51.2060217146625;3.2231916854816;05/07/2016
Hotel De Castillion;(Zelfst/nvt);Heilige-Geeststraat;1;;8000;Brugge;Brugge;59.210.235-Hotel-Rest;;20090119;Centrum Brugge;Centrum Brugge;Heilige-Geeststraat 1;51.2053977560668;3.22242298081975;05/07/2016
't Kastaarke;(Zelfst/nvt);Kustlaan;102;;8380;Zeebrugge;Brugge;59.210.171-Fastfood;;20090113;Kustlaan;Kustlaan;Kustlaan 102;51.3318301726636;3.20588869320465;05/07/2016
Cambrinus;(Zelfst/nvt);Philipstockstraat;19;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Philipstockstraat 19;51.2097201895369;3.22612656795923;05/07/2016
La Baguette;(Zelfst/nvt);Katelijnestraat;20;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090119;Centrum Brugge;Centrum Brugge;Katelijnestraat 20;51.2034782651643;3.22453248054922;05/07/2016
Verdi;(Zelfst/nvt);Vlamingstraat;3;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Vlamingstraat 3;51.2094908920155;3.22458429762554;05/07/2016
Pizza Hut;Pizza Hut;Maalse Steenweg;128;;8310;Sint-Kruis;Brugge;59.210.171-Fastfood;;20090115;Baanconcentratie Maalse Steenweg;Baanconcentratie Maalse Steenweg;Maalse Steenweg 128;51.2104028438302;3.24793558966953;05/07/2016
Pitta Istanbul;(Zelfst/nvt);Gistelse Steenweg;38;a;8200;Sint-Andries;Brugge;59.210.215-Grillroom/Sh;;20090114;Gistelse Steenweg_1;Gistelse Steenweg_1;Gistelse Steenweg 38;51.2039183758097;3.20845066689242;05/07/2016
Taco Smulkroeg;(Zelfst/nvt);Baron Ruzettelaan;145;;8310;Assebroek;Brugge;59.210.434-Restaurant;;20090113;Baanconcentratie Baron Ruzettelaan;Baanconcentratie Baron Ruzettelaan;Baron Ruzettelaan 145;51.1939990155982;3.23224164433788;05/07/2016
De Gouden Cop;(Zelfst/nvt);Steenstraat;1;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Steenstraat 1;51.2082298390146;3.22420196711576;05/07/2016
Ravage;(Zelfst/nvt);'t Zand;12;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;'t Zand 12;51.2058221014686;3.21826735129743;05/07/2016
De Windmolen;(Zelfst/nvt);Carmersstraat;135;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Carmersstraat 135;51.2160147872706;3.23682571727361;05/07/2016
The Food Box;(Zelfst/nvt);Noordzandstraat;93;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090119;Centrum Brugge;Centrum Brugge;Noordzandstraat 93;51.2061199273059;3.21826738805241;05/07/2016
La Source;(Zelfst/nvt);'t Zand;16;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;'t Zand 16;51.2055838833099;3.21831934321233;05/07/2016
De Vuyst;(Zelfst/nvt);Simon Stevinplein;15;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Simon Stevinplein 15;51.20632162478;3.22245009603736;05/07/2016
Brugs Hof;(Zelfst/nvt);Katelijnestraat;156;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;Katelijnestraat 156;51.1998481700052;3.22891370684397;05/07/2016
't Fortuintje;(Zelfst/nvt);Klaverstraat;27;;8000;Brugge;Brugge;59.210.123-Café;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Klaverstraat 27;51.2149661805807;3.21786658852066;05/07/2016
't Lisputje;(Zelfst/nvt);Zeebruggelaan;90;;8380;Lissewege;Brugge;59.210.434-Restaurant;;20080109;Verspreide bewinkeling Lissewege;Overig_Lissewege;Zeebruggelaan 90;51.2985704999142;3.19172447914315;05/07/2016
Entree Principale;(Zelfst/nvt);Smedenstraat;46;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090115;Smedenstraat;Smedenstraat;Smedenstraat 46;51.205473685597;3.214621468948;05/07/2016
De Karmeliet;(Zelfst/nvt);Langestraat;19;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090115;Langestraat;Langestraat;Langestraat 19;51.2098731660371;3.23250259079246;05/07/2016
Eethuis Aubergine;(Zelfst/nvt);Sint-Amandsstraat;25;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Sint-Amandsstraat 25;51.2083248358131;3.22228466069574;05/07/2016
Sweet Bruges;(Zelfst/nvt);Wollestraat;31;;8000;Brugge;Brugge;59.210.246-Yssalon;;20090119;Centrum Brugge;Centrum Brugge;Wollestraat 31;51.2075679275287;3.22633792352677;05/07/2016
De Vetten Os;(Zelfst/nvt);Hauwerstraat;5;;8000;Brugge;Brugge;59.210.123-Café;;20090115;Smedenstraat;Smedenstraat;Hauwerstraat 5;51.203815757458;3.21537452262743;05/07/2016
Le Bon Vivant;(Zelfst/nvt);Dweersstraat;10;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Dweersstraat 10;51.2062571562702;3.21915134949286;05/07/2016
De Biezen;(Zelfst/nvt);Koningin Elisabethlaan;32;;8000;Brugge;Brugge;59.210.171-Fastfood;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Koningin Elisabethlaan 32;51.215822735245;3.21752624537028;05/07/2016
Pizza Hut;Pizza Hut;Simon Stevinplein;2;;8000;Brugge;Brugge;59.210.171-Fastfood;;20090119;Centrum Brugge;Centrum Brugge;Simon Stevinplein 2;51.2068122517249;3.22297303967891;05/07/2016
Oriental Wok;(Zelfst/nvt);Dudzeelse Steenweg;27;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090115;Fort Lapin;Fort Lapin;Dudzeelse Steenweg 27;51.224214159206;3.22843644725581;05/07/2016
Bar Choq;(Zelfst/nvt);Zilverpand;9;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090119;Centrum Brugge;Centrum Brugge;Zilverpand 9;51.2067785001504;3.22021034183354;05/07/2016
Café Francais;(Zelfst/nvt);Markt;24;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Markt 24;51.2091330721132;3.22353409687382;05/07/2016
Fevery;(Zelfst/nvt);Collaert Mansionstraat;3;;8000;Brugge;Brugge;59.210.234-Hotel;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Collaert Mansionstraat 3;51.2152683843537;3.22716789707935;05/07/2016
Brugeoise;(Zelfst/nvt);Baron Ruzettelaan;144;;8310;Assebroek;Brugge;59.210.434-Restaurant;;20090113;Baanconcentratie Baron Ruzettelaan;Baanconcentratie Baron Ruzettelaan;Baron Ruzettelaan 144;51.1923025999401;3.23189565655585;05/07/2016
De Chalet;(Zelfst/nvt);Gistelse Steenweg;530;;8200;Sint-Andries;Brugge;59.210.123-Café;;20090114;Centrum Sint-Andries;Centrum Sint-Andries;Gistelse Steenweg 530;51.197499617914;3.18034765730574;05/07/2016
De Vismijn;(Zelfst/nvt);Ezelstraat;153;;8000;Brugge;Brugge;59.210.123-Café;;20090115;Ezelstraat;Ezelstraat;Ezelstraat 153;51.2148535039354;3.21629178005352;05/07/2016
't Torretje;(Zelfst/nvt);Jakob Reyvaertstraat;1;;8380;Lissewege;Brugge;59.210.123-Café;;20080109;Verspreide bewinkeling Lissewege;Overig_Lissewege;Jakob Reyvaertstraat 1;51.2946459906726;3.19831674547658;05/07/2016
De Vlamingdam;(Zelfst/nvt);Vlamingdam;8;;8000;Brugge;Brugge;59.210.171-Fastfood;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Vlamingdam 8;51.2154496141464;3.2213456961441;05/07/2016
Snuffel;(Zelfst/nvt);Ezelstraat;47;;8000;Brugge;Brugge;59.210.123-Café;;20090115;Ezelstraat;Ezelstraat;Ezelstraat 47;51.212671955364;3.21873130635047;05/07/2016
Humptie Dumptie;(Zelfst/nvt);Sint-Amandsstraat;35;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090119;Centrum Brugge;Centrum Brugge;Sint-Amandsstraat 35;51.2082620645945;3.22190615981016;05/07/2016
De Koetse;(Zelfst/nvt);Oude Burg;31;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Oude Burg 31;51.2063371052519;3.22356950499196;05/07/2016
Aquarel;(Zelfst/nvt);Simon Stevinplein;2;#1;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Simon Stevinplein 2;51.2068122517249;3.22297303967891;05/07/2016
Duc de Bourgogne;(Zelfst/nvt);Huidenvettersplein;12;;8000;Brugge;Brugge;59.210.235-Hotel-Rest;;20090119;Centrum Brugge;Centrum Brugge;Huidenvettersplein 12;51.2076960039865;3.22736052192619;05/07/2016
Tijl;(Zelfst/nvt);Torhoutse Steenweg;455;;8200;Sint-Michiels;Brugge;59.210.123-Café;;20080204;Verspreide bewinkeling Sint-Michiels;Overig_Sint-Michiels;Torhoutse Steenweg 455;51.188454209542;3.19328561532861;05/07/2016
De Florentijnen;(Zelfst/nvt);Academiestraat;1;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Academiestraat 1;51.2113687422719;3.22415818333976;05/07/2016
Den Ouden Toren;(Zelfst/nvt);Onder de Toren;14;;8380;Lissewege;Brugge;59.210.123-Café;;20080109;Verspreide bewinkeling Lissewege;Overig_Lissewege;Onder de Toren 14;51.2944452277878;3.19840496378555;05/07/2016
Raymond;(Zelfst/nvt);Eiermarkt;5;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Eiermarkt 5;51.209443500557;3.22280142647298;05/07/2016
Mary Tudor;(Zelfst/nvt);Zeeweg;147;B;8200;Sint-Andries;Brugge;59.210.430-Café-Restaurant;;20080204;Verspreide bewinkeling Sint-Andries;Overig_Sint-Andries;Zeeweg 147;51.1709326800731;3.16741932270374;05/07/2016
Kasteel Minnewater;(Zelfst/nvt);Minnewater;4;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Minnewater 4;51.1995314290917;3.22455545805444;05/07/2016
Laurenzio;(Zelfst/nvt);Noordzandstraat;1;;8000;Brugge;Brugge;59.210.246-Yssalon;;20090119;Centrum Brugge;Centrum Brugge;Noordzandstraat 1;51.2082571045846;3.22127533642318;05/07/2016
Marieke van Brugghe;(Zelfst/nvt);Mariastraat;17;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Mariastraat 17;51.2050771622309;3.22366129929913;05/07/2016
Cocon;(Zelfst/nvt);Maagdenstraat;46;;8000;Brugge;Brugge;59.210.123-Café;;20090115;Smedenstraat;Smedenstraat;Maagdenstraat 46;51.2035256464922;3.21438371798454;05/07/2016
De Beurs;(Zelfst/nvt);Sint-Pieterszuidstraat;69;;8000;Brugge;Brugge;59.210.123-Café;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Sint-Pieterszuidstraat 69;51.2234722275037;3.21324051573591;05/07/2016
Die Swaene;(Zelfst/nvt);Steenhouwersdijk;1;;8000;Brugge;Brugge;59.210.235-Hotel-Rest;;20090119;Centrum Brugge;Centrum Brugge;Steenhouwersdijk 1;51.2082934146237;3.22862440328072;05/07/2016
Erotiek Center Martine;(Zelfst/nvt);Blankenbergse Steenweg;274;;8000;Brugge;Brugge;59.210.155-Seks/Nachtclubs;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Blankenbergse Steenweg 274;51.2333869399338;3.20410147481115;05/07/2016
De Cité;(Zelfst/nvt);Lisseweegse Steenweg;102;;8380;Zeebrugge;Brugge;59.210.123-Café;;20080109;Verspreide bewinkeling Zeebrugge;Overig_Zeebrugge;Lisseweegse Steenweg 102;51.3098201867575;3.19615849937402;05/07/2016
't Vagevuur;(Zelfst/nvt);Sint-Amandsstraat;23;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Sint-Amandsstraat 23;51.2083705209015;3.22233519474534;05/07/2016
't Oude Kanthuis;(Zelfst/nvt);Wijngaardstraat;30;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Wijngaardstraat 30;51.2018187323273;3.22440715152473;05/07/2016
