Oppervl;Lengte;Oidn;Uidn;Codsec;Niscode;Sec;Secnaam;NAAM;OPPERVLAKTE;DEELGEMEENTE_ID;DEELGEM_CODE;latWGS84;loWGS84;Aangemaakt op
532925,58;3549,59;5453;5453;31005F20-;31005;F20-;STEENBRUGGE;Assebroek;8846819;8;AB;51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442,51.1852902084442;3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285,3.24606755574285;22/06/2016
334235,09;2419,90;5404;5404;31005A723;31005;A723;SINT-JOZEF KLINIEK;Brugge-Centrum;4269702;12;BRBR;51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918,51.2211849146918;3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048,3.22675184626048;22/06/2016
286213,72;2494,42;5435;5435;31005E042;31005;E042;SINT-KRUIS - KRUISPORT;Sint-Kruis;13984673;9;SK;51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617,51.2154581458617;3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658,3.2445611611658;22/06/2016
203963,52;2487,30;5383;5383;31005A232;31005;A232;DUIVENSLAG;Sint-Pieters;15838546;4;SPSP;51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372,51.2389507096372;3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943,3.20671134860943;22/06/2016
97750,42;1709,06;5457;5457;31005F311;31005;F311;RUBENSLAAN;Assebroek;8846819;8;AB;51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132,51.1988777248132;3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047,3.2400984358047;22/06/2016
645400,98;3812,70;5454;5454;31005F210;31005;F210;ZEVENTOREN;Assebroek;8846819;8;AB;51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351,51.1882271129351;3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524,3.25431182566524;22/06/2016
98197,91;1371,17;5426;5426;31005C112;31005;C112;KRUISABELE;Dudzele;28363985;13;ZBDU;51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034,51.2489747307034;3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248,3.2323805753248;22/06/2016
295206,99;2639,75;5424;5424;31005C0MA;31005;C0MA;PEAK-SHAVING;Dudzele;28363985;13;ZBDU;51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708,51.304638835708;3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474,3.24480599471474;22/06/2016
181552,45;1885,51;5476;5476;31005G423;31005;G423;'T SPEELHOF;Sint-Michiels;11360590;7;MC;51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412,51.1886548344412;3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492,3.20289571850492;22/06/2016
747089,94;4105,87;5382;5382;31005A22-;31005;A22-;SINT-PIETERS - ZEVENEKE;Sint-Pieters;15838546;4;SPSP;51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049,51.2400775296049;3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669,3.21065614859669;22/06/2016
360880,15;3273,94;5402;5402;31005A701;31005;A701;SINT-GILLIS;Brugge-Centrum;4269702;12;BRBR;51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153,51.2161664472153;3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762,3.22872539731762;22/06/2016
454358,32;3268,67;5384;5384;31005A242;31005;A242;VEEMARKT;Sint-Pieters;15838546;4;SPSP;51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739,51.2238663184739;3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622,3.21503010634622;22/06/2016
2341709,10;12195,69;5408;5408;31005B092;31005;B092;ZEELAAN;Lissewege;8790338;3;ZBBW;51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795,51.2823457765795;3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057,3.21112066163057;22/06/2016
