Id;Nr;Id_1;Wijk;Naam;Capaciteit;Ingenomen;Beschikbaar;Bewoner;Buitenlander;Andere;Bezet;Bezetgraad;AandBew;AandBuit;AandAnder;latWGS84;loWGS84;Aangemaakt op
0;303302;303302;3;Sint-Gilliskerkhof kant kerk (zuid);6;;6;2;0;0;0;0.33333333333333;1;0;0;51.2151176146221,51.2151176146221;3.22655530969074,3.22655530969074;12/08/2016
0;500302;500302;5;Bapaumestraat onpaar (zuid);2;;2;0;0;0;0;0;0;0;0;51.2131278058399,51.2131278058399,51.2131278058399,51.2131278058399,51.2131278058399,51.2131278058399;3.23934045141407,3.23934045141407,3.23934045141407,3.23934045141407,3.23934045141407,3.23934045141407;12/08/2016
0;201406;201406;2;Koningin Elizabethlaan (Elf-Julistraat - Vlamingdam) paar (zuid);12;;12;10;0;2;2;1;0.83333333333333;0;0.16666666666667;51.21800688854,51.21800688854,51.21800688854;3.22012029256901,3.22012029256901,3.22012029256901;12/08/2016
0;600706;600706;6;Hooistraat (Bilkske - Vuldersstraat) paar (zuid);12;;12;3;0;4;4;0.58333333333333;0.42857142857143;0;0.57142857142857;51.2092607099866,51.2092607099866,51.2092607099866,51.2092607099866,51.2092607099866;3.23751903820497,3.23751903820497,3.23751903820497,3.23751903820497,3.23751903820497;12/08/2016
0;202002;202002;2;Poitevinstraat onpaar (zuid);7;;7;2;0;4;4;0.85714285714286;0.33333333333333;0;0.66666666666667;51.2119851185467,51.2119851185467,51.2119851185467,51.2119851185467,51.2119851185467,51.2119851185467,51.2119851185467,51.2119851185467;3.22008033716191,3.22008033716191,3.22008033716191,3.22008033716191,3.22008033716191,3.22008033716191,3.22008033716191,3.22008033716191;12/08/2016
0;402009;402009;4;Snaggaardstraat (Rijkepijndersstraat - Ropeerdstraat) paar (zuid);0;;0;0;0;0;0;0;0;0;0;51.215260619512,51.215260619512,51.215260619512,51.215260619512,51.215260619512,51.215260619512;3.23129382770356,3.23129382770356,3.23129382770356,3.23129382770356,3.23129382770356,3.23129382770356;12/08/2016
0;700901;700901;7;Gevangenisstraat paar (noord);0;;0;0;0;0;0;0;0;0;0;51.2068241016232,51.2068241016232,51.2068241016232,51.2068241016232,51.2068241016232;3.2294775516227,3.2294775516227,3.2294775516227,3.2294775516227,3.2294775516227;12/08/2016
0;800503;800503;8;Eekhoutstraat (Dijver - Eekhoutpoort) onpaar (zuid);0;;0;0;0;0;0;0;0;0;0;51.2068807064084,51.2068807064084,51.2068807064084,51.2068807064084,51.2068807064084;3.22717568885066,3.22717568885066,3.22717568885066,3.22717568885066,3.22717568885066;12/08/2016
0;100201;100201;1;Beenhouwerstraat (Moerstraat - Oude Zak) paar (oost);29;;29;18;4;11;11;1.1379310344828;0.54545454545455;0.12121212121212;0.33333333333333;51.2080010893752,51.2080010893752,51.2080010893752,51.2080010893752,51.2080010893752,51.2080010893752,51.2080010893752,51.2080010893752,51.2080010893752,51.2080010893752,51.2080010893752,51.2080010893752,51.2080010893752,51.2080010893752,51.2080010893752,51.2080010893752,51.2080010893752,51.2080010893752,51.2080010893752,51.2080010893752;3.21782620916792,3.21782620916792,3.21782620916792,3.21782620916792,3.21782620916792,3.21782620916792,3.21782620916792,3.21782620916792,3.21782620916792,3.21782620916792,3.21782620916792,3.21782620916792,3.21782620916792,3.21782620916792,3.21782620916792,3.21782620916792,3.21782620916792,3.21782620916792,3.21782620916792,3.21782620916792;12/08/2016
0;702503;702503;7;Zwarte-Leertouwerstraat (Kruitenbergstraat - Engelstraat) onpaar (oost);13;;13;8;0;5;5;1;0.61538461538462;0;0.38461538461538;51.2077431112664,51.2077431112664,51.2077431112664,51.2077431112664,51.2077431112664,51.2077431112664,51.2077431112664;3.23152872150829,3.23152872150829,3.23152872150829,3.23152872150829,3.23152872150829,3.23152872150829,3.23152872150829;12/08/2016
0;1001909;1001909;10;Maagdenstraat (Klokstraat - Fonteinstraat) paar (west);9;;9;4;0;1;1;0.55555555555556;0.8;0;0.2;51.2030432922863,51.2030432922863;3.21483099009296,3.21483099009296;12/08/2016
0;202606;202606;2;Sint-Jorisstraat (Poitevinstraat - Kalkovenstraat) onpaar (west);0;;0;0;0;0;0;0;0;0;0;51.2142254185809,51.2142254185809,51.2142254185809,51.2142254185809,51.2142254185809,51.2142254185809,51.2142254185809,51.2142254185809,51.2142254185809,51.2142254185809;3.22153817039721,3.22153817039721,3.22153817039721,3.22153817039721,3.22153817039721,3.22153817039721,3.22153817039721,3.22153817039721,3.22153817039721,3.22153817039721;12/08/2016
0;1002308;1002308;10;Smedenstraat (Maagdenstraat - Kegelschoolstraat) onpaar (zuid);15;;15;0;1;3;3;0.26666666666667;0;0.25;0.75;51.2049194133068,51.2049194133068,51.2049194133068;3.21363717216313,3.21363717216313,3.21363717216313;12/08/2016
0;303602;303602;3;Spaanse Loskaai kant huizen (zuid);2;;2;0;0;2;2;1;0;0;1;51.2130624102942,51.2130624102942,51.2130624102942,51.2130624102942;3.22505761619247,3.22505761619247,3.22505761619247,3.22505761619247;12/08/2016
0;1103105;1103105;11;Sint-Salvatorskerkhof kant huizen (zuid) (Heilige Geeststraat - Sint-Salvatorskoorstraat);0;;0;0;0;0;0;0;0;0;0;51.2057731315767,51.2057731315767,51.2057731315767,51.2057731315767,51.2057731315767,51.2057731315767,51.2057731315767;3.22229385000053,3.22229385000053,3.22229385000053,3.22229385000053,3.22229385000053,3.22229385000053,3.22229385000053;12/08/2016
0;1200402;1200402;12;Boomgaardstraat paar (west);0;;0;0;0;0;0;0;0;0;0;51.2108452645793,51.2108452645793,51.2108452645793,51.2108452645793,51.2108452645793,51.2108452645793,51.2108452645793,51.2108452645793;3.22911185285372,3.22911185285372,3.22911185285372,3.22911185285372,3.22911185285372,3.22911185285372,3.22911185285372,3.22911185285372;12/08/2016
0;901402;901402;9;Oostmeers (Sint-Obrechtsstraat - Zonnekemeers) onpaar (oost);0;;0;0;0;0;0;0;0;0;0;51.2025016324046,51.2025016324046,51.2025016324046,51.2025016324046;3.22097413149837,3.22097413149837,3.22097413149837,3.22097413149837;12/08/2016
0;400302;400302;4;Duinenabdijstraat onpaar (west);4;;4;2;0;2;2;1;0.5;0;0.5;51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577;3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626;12/08/2016
0;600103;600103;6;Balsemboomstraat (Konfijtstraat - Sint-Brunostraat) onpaar (noord);0;;0;0;0;0;0;0;0;0;0;51.2095480337383,51.2095480337383;3.23969460589745,3.23969460589745;12/08/2016
0;1001400;1001400;10;Kleine Sint-Janstraat;0;;0;0;0;0;0;0;0;0;0;51.2073845691454,51.2073845691454;3.2155648862827,3.2155648862827;12/08/2016
0;1203601;1203601;12;Sint-Janstraat (Boudewijn Ostenstraat - Engelsestraat) onpaar (noord);9;;9;3;0;3;3;0.66666666666667;0.5;0;0.5;51.2109484356435,51.2109484356435,51.2109484356435;3.22695255934054,3.22695255934054,3.22695255934054;12/08/2016
0;1102400;1102400;11;Oranjeboomstraat;0;;0;0;0;0;0;0;0;0;0;51.2049256891958,51.2049256891958;3.2207079021542,3.2207079021542;12/08/2016
0;502502;502502;5;Sint-Annaplein kant kerk (noord);2;;2;1;0;3;3;2;0.25;0;0.75;51.2118981135531,51.2118981135531,51.2118981135531,51.2118981135531,51.2118981135531,51.2118981135531,51.2118981135531,51.2118981135531,51.2118981135531,51.2118981135531;3.23170420733991,3.23170420733991,3.23170420733991,3.23170420733991,3.23170420733991,3.23170420733991,3.23170420733991,3.23170420733991,3.23170420733991,3.23170420733991;12/08/2016
0;1001906;1001906;10;Maagdenstraat (Smedenstraat - Sint-Maartensbilk) paar (west);10;8;2;3;0;0;0;1.5;1;0;0;51.2048358212793,51.2048358212793;3.21350273068431,3.21350273068431;12/08/2016
0;601403;601403;6;Predikherenrei (Moerkerkestraat - Hoogstuk) kant huizen (oost);9;;9;4;0;5;5;1;0.44444444444444;0;0.55555555555556;51.2064786929055,51.2064786929055,51.2064786929055,51.2064786929055,51.2064786929055;3.2356217713861,3.2356217713861,3.2356217713861,3.2356217713861,3.2356217713861;12/08/2016
0;402202;402202;4;Stokerstraat paar (zuid);27;;27;6;0;5;5;0.40740740740741;0.54545454545455;0;0.45454545454545;51.2194668586717,51.2194668586717,51.2194668586717,51.2194668586717,51.2194668586717,51.2194668586717,51.2194668586717,51.2194668586717,51.2194668586717,51.2194668586717,51.2194668586717;3.22692491874003,3.22692491874003,3.22692491874003,3.22692491874003,3.22692491874003,3.22692491874003,3.22692491874003,3.22692491874003,3.22692491874003,3.22692491874003,3.22692491874003;12/08/2016
0;202001;202001;2;Poitevinstraat paar (noord);0;;0;0;0;0;0;0;0;0;0;51.2127902185683,51.2127902185683,51.2127902185683,51.2127902185683,51.2127902185683,51.2127902185683,51.2127902185683,51.2127902185683,51.2127902185683,51.2127902185683,51.2127902185683,51.2127902185683,51.2127902185683,51.2127902185683;3.22172106117538,3.22172106117538,3.22172106117538,3.22172106117538,3.22172106117538,3.22172106117538,3.22172106117538,3.22172106117538,3.22172106117538,3.22172106117538,3.22172106117538,3.22172106117538,3.22172106117538,3.22172106117538;12/08/2016
0;700206;700206;7;Boninvest (Willemijnendreef - Gentpoortstraat) paar (west);14;;14;5;2;6;6;0.92857142857143;0.38461538461538;0.15384615384615;0.46153846153846;51.204006895974,51.204006895974;3.2351412908081,3.2351412908081;12/08/2016
0;202701;202701;2;Vlamingdam paar (oost);12;;12;4;0;5;5;0.75;0.44444444444444;0;0.55555555555556;51.218068943356,51.218068943356,51.218068943356,51.218068943356,51.218068943356;3.22030513583597,3.22030513583597,3.22030513583597,3.22030513583597,3.22030513583597;12/08/2016
0;200201;200201;2;Adriaan Willaertstraat onpaar (noord);0;;0;0;0;1;1;10;0;0;1;51.2107069433556,51.2107069433556,51.2107069433556,51.2107069433556,51.2107069433556,51.2107069433556,51.2107069433556;3.22307112758954,3.22307112758954,3.22307112758954,3.22307112758954,3.22307112758954,3.22307112758954,3.22307112758954;12/08/2016
0;1001706;1001706;10;Lane (Kammakersstraat - Paalstraat) onpaar (zuid);4;;4;2;0;1;1;0.75;0.66666666666667;0;0.33333333333333;51.2069467970749,51.2069467970749;3.21488020728009,3.21488020728009;12/08/2016
0;201001;201001;2;Hugo Losschaertstraat onpaar (noord);9;;9;3;0;5;5;0.88888888888889;0.375;0;0.625;51.2137819004511,51.2137819004511,51.2137819004511,51.2137819004511,51.2137819004511,51.2137819004511,51.2137819004511,51.2137819004511,51.2137819004511,51.2137819004511,51.2137819004511;3.21894565566103,3.21894565566103,3.21894565566103,3.21894565566103,3.21894565566103,3.21894565566103,3.21894565566103,3.21894565566103,3.21894565566103,3.21894565566103,3.21894565566103;12/08/2016
0;800401;800401;8;Eekhoutpoort onpaar (noord);3;;3;0;0;0;0;0;0;0;0;51.2063255592379,51.2063255592379,51.2063255592379,51.2063255592379,51.2063255592379,51.2063255592379,51.2063255592379;3.22789028949101,3.22789028949101,3.22789028949101,3.22789028949101,3.22789028949101,3.22789028949101,3.22789028949101;12/08/2016
0;201505;201505;2;Klaverstraat (Ezelstraat - Biezenstraat) paar (zuid);0;;0;0;0;0;0;0;0;0;0;51.2149455832662,51.2149455832662,51.2149455832662,51.2149455832662,51.2149455832662,51.2149455832662,51.2149455832662,51.2149455832662,51.2149455832662;3.21825088471199,3.21825088471199,3.21825088471199,3.21825088471199,3.21825088471199,3.21825088471199,3.21825088471199,3.21825088471199,3.21825088471199;12/08/2016
0;1002204;1002204;10;Sint-Maartensbilk (H.Consciencelaan - Maagdenstraat) onpaar (zuid);0;;0;0;0;0;0;0;0;0;0;51.2042806663774,51.2042806663774;3.21385221139261,3.21385221139261;12/08/2016
0;100501;100501;1;Gieterijstraat (R30 - Rozendal) paar (noord);16;8;8;4;0;3;3;0.875;0.57142857142857;0;0.42857142857143;51.2130335405508,51.2130335405508;3.21647142144892,3.21647142144892;12/08/2016
0;801904;801904;8;Visspaanstraat (Sentillenhof - Katelijnestraat) paar (west);13;;13;2;0;6;6;0.61538461538462;0.25;0;0.75;51.2001121811918,51.2001121811918,51.2001121811918,51.2001121811918,51.2001121811918,51.2001121811918,51.2001121811918,51.2001121811918,51.2001121811918,51.2001121811918;3.22901239824433,3.22901239824433,3.22901239824433,3.22901239824433,3.22901239824433,3.22901239824433,3.22901239824433,3.22901239824433,3.22901239824433,3.22901239824433;12/08/2016
0;401509;401509;4;Peterseliestraat (Leestenburg - Haarakkerstraat) onpaar (west);10;;10;4;0;0;0;0.4;1;0;0;51.2195850219114,51.2195850219114,51.2195850219114,51.2195850219114,51.2195850219114,51.2195850219114,51.2195850219114;3.23161281618079,3.23161281618079,3.23161281618079,3.23161281618079,3.23161281618079,3.23161281618079,3.23161281618079;12/08/2016
0;401004;401004;4;Lange Rei (Gouden Handrei - Sint-Gilliskoorstraat) kant huizen (west);0;;0;0;0;0;0;0;0;0;0;51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601;3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629;12/08/2016
0;303004;303004;3;Sint-Claradreef (Sincfal);0;;0;0;0;0;0;0;0;0;0;51.2192921768072,51.2192921768072,51.2192921768072,51.2192921768072,51.2192921768072,51.2192921768072,51.2192921768072,51.2192921768072;3.22431808842989,3.22431808842989,3.22431808842989,3.22431808842989,3.22431808842989,3.22431808842989,3.22431808842989,3.22431808842989;12/08/2016
0;701803;701803;7;Schaarstraat (Minderbroederstraat - Zwarteleertouwersstraat) onpaar (noord);0;;0;0;0;0;0;0;0;0;0;51.2063164812301,51.2063164812301,51.2063164812301,51.2063164812301,51.2063164812301,51.2063164812301;3.23332894954857,3.23332894954857,3.23332894954857,3.23332894954857,3.23332894954857,3.23332894954857;12/08/2016
0;1102309;1102309;11;Noordzandstraat (Dweersstraat - Giststraat) onpaar (zuid);0;;0;0;0;0;0;0;0;0;0;51.2067320782823,51.2067320782823,51.2067320782823,51.2067320782823,51.2067320782823;3.21936840636594,3.21936840636594,3.21936840636594,3.21936840636594,3.21936840636594;12/08/2016
0;801901;801901;8;Visspaanstraat (Oude Gentweg - Sentillenhof) onpaar (oost);2;;2;0;0;2;2;1;0;0;1;51.2025735640016,51.2025735640016,51.2025735640016,51.2025735640016;3.22876966934434,3.22876966934434,3.22876966934434,3.22876966934434;12/08/2016
0;202608;202608;2;Sint-Jorisstraat (Kapelstraat - Klaverstraat) onpaar (west);5;;5;3;0;2;2;1;0.6;0;0.4;51.2155891298026,51.2155891298026;3.22103412349182,3.22103412349182;12/08/2016
0;1203501;1203501;12;Sint-Jansplein noord;7;;7;4;0;3;3;1;0.57142857142857;0;0.42857142857143;51.2107249783148,51.2107249783148;3.22589348241098,3.22589348241098;12/08/2016
0;300204;300204;3;Augustijnenrei (Hoedenmakerstraat - J.Miraelstraat) kant huizen (noord);34;6;28;10;0;26;26;1.2857142857143;0.27777777777778;0;0.72222222222222;51.2127939143621,51.2127939143621,51.2127939143621,51.2127939143621,51.2127939143621,51.2127939143621,51.2127939143621,51.2127939143621,51.2127939143621;3.22317855855688,3.22317855855688,3.22317855855688,3.22317855855688,3.22317855855688,3.22317855855688,3.22317855855688,3.22317855855688,3.22317855855688;12/08/2016
0;702506;702506;7;Zwarte-Leertouwerstraat (Waalsestraat - Kruitenbergstraat) paar (west);8;;8;3;0;4;4;0.875;0.42857142857143;0;0.57142857142857;51.2080677711977,51.2080677711977,51.2080677711977,51.2080677711977,51.2080677711977;3.23094521383991,3.23094521383991,3.23094521383991,3.23094521383991,3.23094521383991;12/08/2016
0;600203;600203;6;Bilkske komende van Kazernevest rechts onpaar (noord);12;;12;3;0;5;5;0.66666666666667;0.375;0;0.625;51.2080797038921,51.2080797038921,51.2080797038921,51.2080797038921,51.2080797038921,51.2080797038921,51.2080797038921,51.2080797038921,51.2080797038921,51.2080797038921,51.2080797038921,51.2080797038921,51.2080797038921,51.2080797038921,51.2080797038921,51.2080797038921,51.2080797038921,51.2080797038921;3.23811034865927,3.23811034865927,3.23811034865927,3.23811034865927,3.23811034865927,3.23811034865927,3.23811034865927,3.23811034865927,3.23811034865927,3.23811034865927,3.23811034865927,3.23811034865927,3.23811034865927,3.23811034865927,3.23811034865927,3.23811034865927,3.23811034865927,3.23811034865927;12/08/2016
0;501801;501801;5;Leffingestraat onpaar (noord);9;;9;3;0;1;1;0.44444444444444;0.75;0;0.25;51.2107903827697,51.2107903827697,51.2107903827697,51.2107903827697;3.23219982136339,3.23219982136339,3.23219982136339,3.23219982136339;12/08/2016
0;401005;401005;4;Lange Rei (Sint-Gilliskoorstraat - Annuntiatenstraat) kant huizen (west);0;;0;0;0;0;0;0;0;0;0;51.2146724431602,51.2146724431602,51.2146724431602,51.2146724431602,51.2146724431602,51.2146724431602,51.2146724431602,51.2146724431602,51.2146724431602,51.2146724431602,51.2146724431602;3.22857923429816,3.22857923429816,3.22857923429816,3.22857923429816,3.22857923429816,3.22857923429816,3.22857923429816,3.22857923429816,3.22857923429816,3.22857923429816,3.22857923429816;12/08/2016
0;1202201;1202201;12;Kelkstraat paar (oost);0;;0;0;0;0;0;0;0;0;0;51.2098766105015,51.2098766105015;3.22816507654574,3.22816507654574;12/08/2016
0;901600;901600;9;Sint-Jan in de Meers;0;;0;0;0;1;1;10;0;0;1;51.2039742249393,51.2039742249393;3.21986798823016,3.21986798823016;12/08/2016
0;801102;801102;8;Guido Gezelleplein kant kerk (zuid);0;;0;0;0;0;0;0;0;0;0;51.2051384514628,51.2051384514628,51.2051384514628,51.2051384514628,51.2051384514628;3.22424642434993,3.22424642434993,3.22424642434993,3.22424642434993,3.22424642434993;12/08/2016
0;301204;301204;3;Calvariebergstraat (Komvest - Walweinstraat) onpaar (west);0;;0;0;0;0;0;0;0;0;0;51.2208618378997,51.2208618378997,51.2208618378997,51.2208618378997,51.2208618378997,51.2208618378997,51.2208618378997,51.2208618378997,51.2208618378997;3.22785774757044,3.22785774757044,3.22785774757044,3.22785774757044,3.22785774757044,3.22785774757044,3.22785774757044,3.22785774757044,3.22785774757044;12/08/2016
0;600101;600101;6;Balsemboomstraat (Langestraat - Essenboomstraat) onpaar (noord);0;;0;0;0;0;0;0;0;0;0;51.2105215597667,51.2105215597667,51.2105215597667;3.23679476940974,3.23679476940974,3.23679476940974;12/08/2016
0;201605;201605;2;Kuiperstraat (Niklaas Desparsstraat - Adriaan Willaertstraat) onpaar (west);0;;0;0;0;0;0;0;0;0;0;51.2105559861893,51.2105559861893,51.2105559861893,51.2105559861893,51.2105559861893,51.2105559861893,51.2105559861893,51.2105559861893,51.2105559861893,51.2105559861893,51.2105559861893,51.2105559861893,51.2105559861893,51.2105559861893,51.2105559861893,51.2105559861893,51.2105559861893,51.2105559861893,51.2105559861893,51.2105559861893;3.22291985737876,3.22291985737876,3.22291985737876,3.22291985737876,3.22291985737876,3.22291985737876,3.22291985737876,3.22291985737876,3.22291985737876,3.22291985737876,3.22291985737876,3.22291985737876,3.22291985737876,3.22291985737876,3.22291985737876,3.22291985737876,3.22291985737876,3.22291985737876,3.22291985737876,3.22291985737876;12/08/2016
0;503201;503201;5;Verbrand Nieuwland (Molenmeers - Timmermansstraat) onpaar (noord);7;;7;0;0;3;3;0.42857142857143;0;0;1;51.2110128529208,51.2110128529208,51.2110128529208,51.2110128529208,51.2110128529208,51.2110128529208,51.2110128529208,51.2110128529208,51.2110128529208,51.2110128529208;3.23485300974698,3.23485300974698,3.23485300974698,3.23485300974698,3.23485300974698,3.23485300974698,3.23485300974698,3.23485300974698,3.23485300974698,3.23485300974698;12/08/2016
0;701801;701801;7;Schaarstraat (Nieuwe Gentweg - Stalijzerstraat) onpaar (noord);5;;5;0;0;0;0;0;0;0;0;51.2047866232592,51.2047866232592;3.23210437662469,3.23210437662469;12/08/2016
0;1100902;1100902;11;Heilige Geeststraat (Pijpersstraat - Mariastraat) onpaar (noord);0;;0;0;0;0;0;0;0;0;0;51.2051151832606,51.2051151832606,51.2051151832606,51.2051151832606;3.22292062389462,3.22292062389462,3.22292062389462,3.22292062389462;12/08/2016
0;400701;400701;4;Hemelrijk oost;20;;20;0;1;13;13;0.7;0;0.071428571428571;0.92857142857143;51.2159765405724,51.2159765405724,51.2159765405724,51.2159765405724,51.2159765405724,51.2159765405724,51.2159765405724,51.2159765405724;3.23464750027338,3.23464750027338,3.23464750027338,3.23464750027338,3.23464750027338,3.23464750027338,3.23464750027338,3.23464750027338;12/08/2016
0;702800;702800;7;Koudemarkt;0;;0;0;0;0;0;0;0;0;0;51.2058256708433,51.2058256708433,51.2058256708433,51.2058256708433,51.2058256708433;3.23013099261419,3.23013099261419,3.23013099261419,3.23013099261419,3.23013099261419;12/08/2016
0;701302;701302;7;Minderbroederstraat ('t Zweerd - Schaarstraat) kant huizen (noord);15;;15;4;1;9;9;0.93333333333333;0.28571428571429;0.071428571428571;0.64285714285714;51.206533052175,51.206533052175,51.206533052175,51.206533052175,51.206533052175;3.23198804735104,3.23198804735104,3.23198804735104,3.23198804735104,3.23198804735104;12/08/2016
0;300402;300402;3;Bidderstraat (Sint-Clarastraat - Annuntiatenstraat) onpaar (noord);0;;0;0;0;0;0;0;0;0;0;51.2149383380537,51.2149383380537,51.2149383380537,51.2149383380537,51.2149383380537;3.22503192916911,3.22503192916911,3.22503192916911,3.22503192916911,3.22503192916911;12/08/2016
0;700603;700603;7;Freren Fonteinstraat (Braambergstraat - Waalsestraat) paar (west);7;;7;3;0;4;4;1;0.42857142857143;0;0.57142857142857;51.2081744771036,51.2081744771036;3.22975083081446,3.22975083081446;12/08/2016
0;400100;400100;4;´s Gravenhof totaal;10;;10;6;0;3;3;0.9;0.66666666666667;0;0.33333333333333;51.2198395563179,51.2198395563179,51.2198395563179,51.2198395563179,51.2198395563179,51.2198395563179,51.2198395563179,51.2198395563179,51.2198395563179,51.2198395563179,51.2198395563179,51.2198395563179;3.22916155755669,3.22916155755669,3.22916155755669,3.22916155755669,3.22916155755669,3.22916155755669,3.22916155755669,3.22916155755669,3.22916155755669,3.22916155755669,3.22916155755669,3.22916155755669;12/08/2016
0;201503;201503;2;Klaverstraat (Blokstraat - Elf-Julistraat) onpaar (noord);7;;7;2;0;5;5;1;0.28571428571429;0;0.71428571428571;51.2154422168308,51.2154422168308,51.2154422168308;3.21974797477662,3.21974797477662,3.21974797477662;12/08/2016
0;502702;502702;5;Stijn Streuvelstraat (A.Rodenbachstraat - Kruisvest) onpaar (noord);0;;0;0;0;0;0;0;0;0;0;51.2129978582918,51.2129978582918,51.2129978582918,51.2129978582918,51.2129978582918,51.2129978582918,51.2129978582918,51.2129978582918,51.2129978582918,51.2129978582918,51.2129978582918;3.23605202642754,3.23605202642754,3.23605202642754,3.23605202642754,3.23605202642754,3.23605202642754,3.23605202642754,3.23605202642754,3.23605202642754,3.23605202642754,3.23605202642754;12/08/2016
0;702407;702407;7;Witte-Leertouwerstraat (Kruitenbergstraat - Engelstraat) paar (west);12;;12;8;0;5;5;1.0833333333333;0.61538461538462;0;0.38461538461538;51.2081236908652,51.2081236908652,51.2081236908652,51.2081236908652,51.2081236908652,51.2081236908652,51.2081236908652;3.23230166744701,3.23230166744701,3.23230166744701,3.23230166744701,3.23230166744701,3.23230166744701,3.23230166744701;12/08/2016
0;1000601;1000601;10;Greinschuurstraat (G.Gezellelaan - Lane) paar (oost);3;;3;2;0;1;1;1;0.66666666666667;0;0.33333333333333;51.2068263918173,51.2068263918173;3.21358627916136,3.21358627916136;12/08/2016
0;1000913;1000913;10;Hendrik Consciencelaan (Van Voldenstraat - Boeveriestraat) kant water (west);0;;0;0;0;0;0;0;0;0;0;51.2019604503642,51.2019604503642,51.2019604503642,51.2019604503642;3.21466407769041,3.21466407769041,3.21466407769041,3.21466407769041;12/08/2016
0;1002306;1002306;10;Smedenstraat (Zevensterrestraat - Hoefijzerlaan) paar (noord);0;;0;0;0;0;0;0;0;0;0;51.2058120938264,51.2058120938264;3.21664419677265,3.21664419677265;12/08/2016
0;1000707;1000707;10;Guido Gezellelaan (Greinschuurstraat - Leemputstraat) kant water (west);0;;0;0;0;0;0;0;0;0;0;51.2068209702508,51.2068209702508,51.2068209702508;3.21338717328499,3.21338717328499,3.21338717328499;12/08/2016
0;1103505;1103505;11;Zilverstraat (Kemelstraat - Steenstraat) onpaar (zuid);7;;7;2;0;2;2;0.57142857142857;0.5;0;0.5;51.2071001433007,51.2071001433007,51.2071001433007,51.2071001433007,51.2071001433007,51.2071001433007,51.2071001433007,51.2071001433007,51.2071001433007,51.2071001433007;3.2215897329712,3.2215897329712,3.2215897329712,3.2215897329712,3.2215897329712,3.2215897329712,3.2215897329712,3.2215897329712,3.2215897329712,3.2215897329712;12/08/2016
0;200805;200805;2;Ezelstraat (Hugo Losschaertstraat - Klaverstraat) paar (oost);6;;6;0;0;5;5;0.83333333333333;0;0;1;51.2144704228307,51.2144704228307,51.2144704228307,51.2144704228307,51.2144704228307,51.2144704228307,51.2144704228307,51.2144704228307;3.21693780757497,3.21693780757497,3.21693780757497,3.21693780757497,3.21693780757497,3.21693780757497,3.21693780757497,3.21693780757497;12/08/2016
0;303301;303301;3;Sint-Gilliskerkhof kant huizen (noord);8;;8;6;1;1;1;1;0.75;0.125;0.125;51.2151959638823,51.2151959638823;3.22722871354277,3.22722871354277;12/08/2016
0;101101;101101;1;Kleine Kuiperstraat paar (oost);2;2;0;0;0;0;0;0;0;0;0;51.2079544349956,51.2079544349956,51.2079544349956,51.2079544349956,51.2079544349956,51.2079544349956,51.2079544349956,51.2079544349956,51.2079544349956,51.2079544349956;3.21696212101575,3.21696212101575,3.21696212101575,3.21696212101575,3.21696212101575,3.21696212101575,3.21696212101575,3.21696212101575,3.21696212101575,3.21696212101575;12/08/2016
