Nr;Id_1;Wijk;Zone;Naam_straa;Proc_bezet;Proc_bewon;Proc_buite;Proc__ande;latWGS84;loWGS84;Aangemaakt op
702506;702506;7;1;Zwarte-Leertouwerstraat (Waalsestraat - Kruitenbergstraat) paar (west);100;50;12.5;37.5;51.2080677711977,51.2080677711977,51.2080677711977,51.2080677711977,51.2080677711977;3.23094521383991,3.23094521383991,3.23094521383991,3.23094521383991,3.23094521383991;07/07/2016
902601;902601;9;3;Zonnekemeers paar (noord);0;0;0;0;51.2024753968007,51.2024753968007,51.2024753968007,51.2024753968007,51.2024753968007,51.2024753968007,51.2024753968007;3.22101720345729,3.22101720345729,3.22101720345729,3.22101720345729,3.22101720345729,3.22101720345729,3.22101720345729;07/07/2016
901501;901501;9;3;Prof. Dr. Sebrechtsstraat paar (noord);45;66.666667;33.333333;0;51.200297593649,51.200297593649,51.200297593649;3.22074611665174,3.22074611665174,3.22074611665174;07/07/2016
701602;701602;7;1;Predikherenstraat (Peerdenstraat - Witteleertouwersstraat) onpaar (noord);100;0;40;60;51.208879297504,51.208879297504;3.23122060891963,3.23122060891963;07/07/2016
700702;700702;7;1;Gapaardstraat (Violierstraat - Vizierstraat) onpaar (noord);75;33.333333;0;66.666667;51.2056026338103,51.2056026338103,51.2056026338103;3.23489960496974,3.23489960496974,3.23489960496974;07/07/2016
801301;801301;8;1;Kastanjeboomstraat paar (noord);200;0;0;100;51.2042879581885,51.2042879581885,51.2042879581885,51.2042879581885,51.2042879581885,51.2042879581885,51.2042879581885;3.22617471298797,3.22617471298797,3.22617471298797,3.22617471298797,3.22617471298797,3.22617471298797,3.22617471298797;07/07/2016
402202;402202;4;1;Stokerstraat paar (zuid);40.909091;77.777778;0;22.222222;51.2194668586717,51.2194668586717,51.2194668586717,51.2194668586717,51.2194668586717,51.2194668586717,51.2194668586717,51.2194668586717,51.2194668586717,51.2194668586717,51.2194668586717;3.22692491874003,3.22692491874003,3.22692491874003,3.22692491874003,3.22692491874003,3.22692491874003,3.22692491874003,3.22692491874003,3.22692491874003,3.22692491874003,3.22692491874003;07/07/2016
1001600;1001600;10;2;Kreupelenstraat;0;0;0;0;51.2066780522721,51.2066780522721,51.2066780522721,51.2066780522721;3.21441642591224,3.21441642591224,3.21441642591224,3.21441642591224;07/07/2016
700604;700604;7;1;Freren Fonteinstraat (Waalsestraat - Park) paar (west);83.333333;40;0;60;51.2077325448371,51.2077325448371,51.2077325448371,51.2077325448371;3.23018962156443,3.23018962156443,3.23018962156443,3.23018962156443;07/07/2016
103433;103433;1;1;Schouwvegerstraat;0;0;0;0;51.2082960900435,51.2082960900435;3.21563275917667,3.21563275917667;07/07/2016
1000805;1000805;10;2;Hauwerstraat (Maagdenstraat - Zwijnstraat) onpaar (zuid);8.695652;100;0;0;51.2036633060857,51.2036633060857,51.2036633060857,51.2036633060857,51.2036633060857;3.21459614170492,3.21459614170492,3.21459614170492,3.21459614170492,3.21459614170492;07/07/2016
501704;501704;5;1;Kruisvest (S.Streuvelsstraat - Bapaumestraat) kant water (oost);0;0;0;0;51.213906335725,51.213906335725,51.213906335725,51.213906335725,51.213906335725;3.23883265889308,3.23883265889308,3.23883265889308,3.23883265889308,3.23883265889308;07/07/2016
201601;201601;2;1;Kuiperstraat (Grote Markt - Niklaas Desparsstraat) paar (oost);0;0;0;0;51.2096109873308,51.2096109873308,51.2096109873308,51.2096109873308,51.2096109873308,51.2096109873308,51.2096109873308,51.2096109873308,51.2096109873308,51.2096109873308,51.2096109873308,51.2096109873308,51.2096109873308,51.2096109873308,51.2096109873308,51.2096109873308,51.2096109873308,51.2096109873308,51.2096109873308,51.2096109873308,51.2096109873308;3.22322349038696,3.22322349038696,3.22322349038696,3.22322349038696,3.22322349038696,3.22322349038696,3.22322349038696,3.22322349038696,3.22322349038696,3.22322349038696,3.22322349038696,3.22322349038696,3.22322349038696,3.22322349038696,3.22322349038696,3.22322349038696,3.22322349038696,3.22322349038696,3.22322349038696,3.22322349038696,3.22322349038696;07/07/2016
302401;302401;3;1;Oost Gistelhof (Sterstraat - Gouden Handstraat) paar (oost);0;0;0;0;51.2137439039419,51.2137439039419,51.2137439039419,51.2137439039419,51.2137439039419,51.2137439039419,51.2137439039419,51.2137439039419,51.2137439039419;3.22554646484488,3.22554646484488,3.22554646484488,3.22554646484488,3.22554646484488,3.22554646484488,3.22554646484488,3.22554646484488,3.22554646484488;07/07/2016
303102;303102;3;1;Sint-Clarastraat (J.Wealestraat - J.Wealestraat) paar (oost);35.294118;33.333333;0;66.666667;51.2173392260436,51.2173392260436,51.2173392260436,51.2173392260436,51.2173392260436;3.22380873470923,3.22380873470923,3.22380873470923,3.22380873470923,3.22380873470923;07/07/2016
1103700;1103700;11;3;Zilversteeg;0;0;0;0;51.2056728241085,51.2056728241085,51.2056728241085,51.2056728241085,51.2056728241085,51.2056728241085;3.2201969691797,3.2201969691797,3.2201969691797,3.2201969691797,3.2201969691797,3.2201969691797;07/07/2016
600807;600807;6;1;Kazernevest (Sint-Brunostraat - Sint-Brunos kant water (oost)traat);40;0;0;100;51.2101377550395,51.2101377550395;3.24053085281914,3.24053085281914;07/07/2016
402302;402302;4;1;Wulpenstraat onpaar (langs huizen);0;0;0;0;51.2201322803776,51.2201322803776,51.2201322803776,51.2201322803776,51.2201322803776,51.2201322803776,51.2201322803776,51.2201322803776,51.2201322803776,51.2201322803776,51.2201322803776,51.2201322803776,51.2201322803776,51.2201322803776,51.2201322803776,51.2201322803776;3.23031696881187,3.23031696881187,3.23031696881187,3.23031696881187,3.23031696881187,3.23031696881187,3.23031696881187,3.23031696881187,3.23031696881187,3.23031696881187,3.23031696881187,3.23031696881187,3.23031696881187,3.23031696881187,3.23031696881187,3.23031696881187;07/07/2016
400702;400702;4;1;Hemelrijk west;0;0;0;0;51.2167662173695,51.2167662173695,51.2167662173695,51.2167662173695,51.2167662173695,51.2167662173695,51.2167662173695,51.2167662173695,51.2167662173695,51.2167662173695,51.2167662173695,51.2167662173695,51.2167662173695,51.2167662173695,51.2167662173695;3.233733382536,3.233733382536,3.233733382536,3.233733382536,3.233733382536,3.233733382536,3.233733382536,3.233733382536,3.233733382536,3.233733382536,3.233733382536,3.233733382536,3.233733382536,3.233733382536,3.233733382536;07/07/2016
801502;801502;8;1;Nieuwe Gentweg (Groeninge - Werkhuisstraat) onpaar (noord);0;0;0;0;51.2035219527088,51.2035219527088,51.2035219527088,51.2035219527088,51.2035219527088,51.2035219527088,51.2035219527088,51.2035219527088,51.2035219527088,51.2035219527088;3.22713425341774,3.22713425341774,3.22713425341774,3.22713425341774,3.22713425341774,3.22713425341774,3.22713425341774,3.22713425341774,3.22713425341774,3.22713425341774;07/07/2016
102001;102001;1;1;Oude Zak (Beenhouwersstraat - Rozendal) paar (noord);87.5;85.714286;0;14.285714;51.2098865501389,51.2098865501389,51.2098865501389,51.2098865501389,51.2098865501389,51.2098865501389,51.2098865501389;3.21651776886996,3.21651776886996,3.21651776886996,3.21651776886996,3.21651776886996,3.21651776886996,3.21651776886996;07/07/2016
702406;702406;7;1;Witte-Leertouwerstraat (Waalsestraat - Kruitenbergstraat) paar (west);0;0;0;0;51.2084712541441,51.2084712541441,51.2084712541441;3.23180984611629,3.23180984611629,3.23180984611629;07/07/2016
700802;700802;7;1;Geerolfstraat paar (zuid);0;0;0;0;51.2066099979115,51.2066099979115,51.2066099979115,51.2066099979115,51.2066099979115;3.22878544370928,3.22878544370928,3.22878544370928,3.22878544370928,3.22878544370928;07/07/2016
700301;700301;7;1;Braambergstraat onpaar (noord) (Pandreitje - Steenhouwersdijk);0;0;0;0;51.2075257705718,51.2075257705718;3.22809339667653,3.22809339667653;07/07/2016
701303;701303;7;1;Minderbroederstraat (Park - 't Zweerd) kant park (zuid);84.210526;12.5;18.75;68.75;51.2072854036943,51.2072854036943,51.2072854036943,51.2072854036943,51.2072854036943,51.2072854036943,51.2072854036943,51.2072854036943,51.2072854036943,51.2072854036943,51.2072854036943;3.23068941029898,3.23068941029898,3.23068941029898,3.23068941029898,3.23068941029898,3.23068941029898,3.23068941029898,3.23068941029898,3.23068941029898,3.23068941029898,3.23068941029898;07/07/2016
1103101;1103101;11;3;Sint-Salvatorskerkhof kant kerk (oost) (Steenstraat - Korte Vuldersstraat);0;0;0;0;51.2056289454566,51.2056289454566;3.22069060156074,3.22069060156074;07/07/2016
601401;601401;6;1;Predikherenrei (Predikherenstraat - Hooistraat) kant huizen (oost);100;37.5;12.5;50;51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177,51.2073842644177;3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259,3.2348286437259;07/07/2016
100400;100400;1;1;Geerwijnstraat;100;100;0;0;51.2097671355359,51.2097671355359,51.2097671355359,51.2097671355359,51.2097671355359,51.2097671355359,51.2097671355359,51.2097671355359,51.2097671355359,51.2097671355359,51.2097671355359,51.2097671355359,51.2097671355359,51.2097671355359,51.2097671355359,51.2097671355359,51.2097671355359,51.2097671355359,51.2097671355359;3.21996704730368,3.21996704730368,3.21996704730368,3.21996704730368,3.21996704730368,3.21996704730368,3.21996704730368,3.21996704730368,3.21996704730368,3.21996704730368,3.21996704730368,3.21996704730368,3.21996704730368,3.21996704730368,3.21996704730368,3.21996704730368,3.21996704730368,3.21996704730368,3.21996704730368;07/07/2016
102900;102900;1;1;Speelmansrei;100;0;0;200;51.2060876279179,51.2060876279179,51.2060876279179,51.2060876279179,51.2060876279179,51.2060876279179,51.2060876279179,51.2060876279179,51.2060876279179,51.2060876279179,51.2060876279179,51.2060876279179,51.2060876279179,51.2060876279179,51.2060876279179,51.2060876279179,51.2060876279179,51.2060876279179,51.2060876279179,51.2060876279179,51.2060876279179,51.2060876279179;3.21744909984983,3.21744909984983,3.21744909984983,3.21744909984983,3.21744909984983,3.21744909984983,3.21744909984983,3.21744909984983,3.21744909984983,3.21744909984983,3.21744909984983,3.21744909984983,3.21744909984983,3.21744909984983,3.21744909984983,3.21744909984983,3.21744909984983,3.21744909984983,3.21744909984983,3.21744909984983,3.21744909984983,3.21744909984983;07/07/2016
201405;201405;2;1;Koningin Elizabethlaan (Blokstraat - Elf-Julistraat) paar (zuid);70;71.428571;0;28.571429;51.2171583807939,51.2171583807939;3.21902297775874,3.21902297775874;07/07/2016
303004;303004;3;1;Sint-Claradreef (Sincfal);0;0;0;0;51.2192921768072,51.2192921768072,51.2192921768072,51.2192921768072,51.2192921768072,51.2192921768072,51.2192921768072,51.2192921768072;3.22431808842989,3.22431808842989,3.22431808842989,3.22431808842989,3.22431808842989,3.22431808842989,3.22431808842989,3.22431808842989;07/07/2016
702502;702502;7;1;Zwarte-Leertouwerstraat (Waalsestraat - Kruitenbergstraat) onpaar (oost);0;0;0;0;51.2081164439899,51.2081164439899,51.2081164439899;3.23106578784229,3.23106578784229,3.23106578784229;07/07/2016
300104;300104;3;1;Annuntiatenstraat (Baliestraat - Collaert Mansionstraat) paar (zuid);75;66.666667;11.111111;22.222222;51.2159130868904,51.2159130868904,51.2159130868904,51.2159130868904,51.2159130868904,51.2159130868904;3.22708754176846,3.22708754176846,3.22708754176846,3.22708754176846,3.22708754176846,3.22708754176846;07/07/2016
101301;101301;1;1;Leeuwstraat paar (oost);55.555556;60;40;0;51.2105289919798,51.2105289919798,51.2105289919798,51.2105289919798,51.2105289919798,51.2105289919798,51.2105289919798,51.2105289919798,51.2105289919798;3.21858671050233,3.21858671050233,3.21858671050233,3.21858671050233,3.21858671050233,3.21858671050233,3.21858671050233,3.21858671050233,3.21858671050233;07/07/2016
1203206;1203206;12;3;Philipstockstraat (Burg - Mallebergplaats) paar (zuid);100;0;0;100;51.2095847415631,51.2095847415631,51.2095847415631,51.2095847415631,51.2095847415631,51.2095847415631;3.2265007135342,3.2265007135342,3.2265007135342,3.2265007135342,3.2265007135342,3.2265007135342;07/07/2016
702407;702407;7;1;Witte-Leertouwerstraat (Kruitenbergstraat - Engelstraat) paar (west);100;58.333333;8.333333;33.333333;51.2081236908652,51.2081236908652,51.2081236908652,51.2081236908652,51.2081236908652,51.2081236908652,51.2081236908652;3.23230166744701,3.23230166744701,3.23230166744701,3.23230166744701,3.23230166744701,3.23230166744701,3.23230166744701;07/07/2016
801410;801410;8;3;Katelijnestraat (Katelijnevest - R30) paar (zuid);50;0;0;100;51.1997855078538,51.1997855078538,51.1997855078538,51.1997855078538,51.1997855078538,51.1997855078538,51.1997855078538;3.22926569811339,3.22926569811339,3.22926569811339,3.22926569811339,3.22926569811339,3.22926569811339,3.22926569811339;07/07/2016
1000404;1000404;10;2;Fonteinstraat (Maagdenstraat - Boeveriestraat) onpaar (zuid);0;0;0;0;51.2025770051452,51.2025770051452,51.2025770051452,51.2025770051452;3.21538115603506,3.21538115603506,3.21538115603506,3.21538115603506;07/07/2016
100203;100203;1;1;Beenhouwerstraat (Groenestraat - R30) paar (oost);100;54.545455;0;45.454545;51.2117355558333,51.2117355558333,51.2117355558333,51.2117355558333,51.2117355558333,51.2117355558333,51.2117355558333,51.2117355558333,51.2117355558333,51.2117355558333,51.2117355558333,51.2117355558333;3.21456252531144,3.21456252531144,3.21456252531144,3.21456252531144,3.21456252531144,3.21456252531144,3.21456252531144,3.21456252531144,3.21456252531144,3.21456252531144,3.21456252531144,3.21456252531144;07/07/2016
300403;300403;3;1;Bidderstraat (Sint-Gillisdorpstraat - Annuntiatenstraat) paar (zuid);70;92.857143;0;7.142857;51.2152416199892,51.2152416199892,51.2152416199892,51.2152416199892,51.2152416199892,51.2152416199892;3.2237993188444,3.2237993188444,3.2237993188444,3.2237993188444,3.2237993188444,3.2237993188444;07/07/2016
1001702;1001702;10;2;Lane (Brandstraat - Kleine Sint-Jansstraat) paar (noord);0;0;0;0;51.2072417555295,51.2072417555295;3.21529907007829,3.21529907007829;07/07/2016
600812;600812;6;1;Kazernevest (Ganzenstraat - Bilkske) kant huizen (west);62.5;60;0;40;51.2075942876451,51.2075942876451,51.2075942876451,51.2075942876451,51.2075942876451,51.2075942876451,51.2075942876451,51.2075942876451,51.2075942876451,51.2075942876451;3.23885266489005,3.23885266489005,3.23885266489005,3.23885266489005,3.23885266489005,3.23885266489005,3.23885266489005,3.23885266489005,3.23885266489005,3.23885266489005;07/07/2016
600805;600805;6;1;Kazernevest (Vuldersstraat - Balsemboomst kant water (oost)raat);54.545455;50;16.666667;33.333333;51.2092685183164,51.2092685183164,51.2092685183164,51.2092685183164,51.2092685183164,51.2092685183164,51.2092685183164,51.2092685183164,51.2092685183164,51.2092685183164,51.2092685183164,51.2092685183164,51.2092685183164,51.2092685183164;3.24039874194894,3.24039874194894,3.24039874194894,3.24039874194894,3.24039874194894,3.24039874194894,3.24039874194894,3.24039874194894,3.24039874194894,3.24039874194894,3.24039874194894,3.24039874194894,3.24039874194894,3.24039874194894;07/07/2016
101902;101902;1;1;Ontvangersstraat onpaar (west);100;0;0;100;51.2086018803784,51.2086018803784,51.2086018803784,51.2086018803784,51.2086018803784,51.2086018803784,51.2086018803784,51.2086018803784,51.2086018803784,51.2086018803784,51.2086018803784,51.2086018803784,51.2086018803784,51.2086018803784;3.21906960216405,3.21906960216405,3.21906960216405,3.21906960216405,3.21906960216405,3.21906960216405,3.21906960216405,3.21906960216405,3.21906960216405,3.21906960216405,3.21906960216405,3.21906960216405,3.21906960216405,3.21906960216405;07/07/2016
1203605;1203605;12;3;Sint-Jansstraat (Kraanplein - Sint-Jansplein);0;0;0;0;51.2106173548199,51.2106173548199;3.22542934319477,3.22542934319477;07/07/2016
1202201;1202201;12;3;Kelkstraat paar (oost);0;0;0;0;51.2098766105015,51.2098766105015;3.22816507654574,3.22816507654574;07/07/2016
902201;902201;9;3;Westmeers (Korte Vuldersstraat - Sint-Jan in de Meers) onpaar (oost);0;0;0;0;51.2047468643818,51.2047468643818,51.2047468643818,51.2047468643818,51.2047468643818,51.2047468643818,51.2047468643818;3.21971614657174,3.21971614657174,3.21971614657174,3.21971614657174,3.21971614657174,3.21971614657174,3.21971614657174;07/07/2016
901600;901600;9;3;Sint-Jan in de Meers;0;0;0;0;51.2039742249393,51.2039742249393;3.21986798823016,3.21986798823016;07/07/2016
1202000;1202000;12;3;Kandelaarsstraat;0;0;0;0;51.2110725407324,51.2110725407324,51.2110725407324,51.2110725407324,51.2110725407324,51.2110725407324,51.2110725407324,51.2110725407324,51.2110725407324,51.2110725407324;3.23069113763155,3.23069113763155,3.23069113763155,3.23069113763155,3.23069113763155,3.23069113763155,3.23069113763155,3.23069113763155,3.23069113763155,3.23069113763155;07/07/2016
200902;200902;2;1;Grauwwerkersstraat (Pieter Pourbusstraat - Vlamingstraat) paar (noord);0;0;0;0;51.2116867458038,51.2116867458038,51.2116867458038,51.2116867458038,51.2116867458038,51.2116867458038,51.2116867458038,51.2116867458038,51.2116867458038,51.2116867458038,51.2116867458038,51.2116867458038,51.2116867458038,51.2116867458038;3.22253231399709,3.22253231399709,3.22253231399709,3.22253231399709,3.22253231399709,3.22253231399709,3.22253231399709,3.22253231399709,3.22253231399709,3.22253231399709,3.22253231399709,3.22253231399709,3.22253231399709,3.22253231399709;07/07/2016
200202;200202;2;1;Adriaan Willaertstraat paar (zuid);100;0;0;100;51.210619213251,51.210619213251,51.210619213251;3.2231064909182,3.2231064909182,3.2231064909182;07/07/2016
502202;502202;5;1;Rodestraat (Vuldersreitje - Langestraat) onpaar (noord);0;0;0;0;51.2113718542446,51.2113718542446;3.23591622343463,3.23591622343463;07/07/2016
1204305;1204305;12;3;Verversdijk (Kandelaarstraat - Hoornstraat) kant huizen (west);0;0;0;0;51.212036290526,51.212036290526,51.212036290526,51.212036290526,51.212036290526,51.212036290526,51.212036290526;3.22992593555242,3.22992593555242,3.22992593555242,3.22992593555242,3.22992593555242,3.22992593555242,3.22992593555242;07/07/2016
1204501;1204501;12;3;Wapenmakersstraat Sint-Jansplein - Sint-Walburgastraat;0;0;0;0;51.2100634651922,51.2100634651922,51.2100634651922;3.22651297913854,3.22651297913854,3.22651297913854;07/07/2016
201606;201606;2;1;Kuiperstraat (Jakob van Ooststraat - Naaldenstraat) onpaar (west);0;0;0;0;51.211121683096,51.211121683096,51.211121683096,51.211121683096,51.211121683096,51.211121683096;3.22257940417215,3.22257940417215,3.22257940417215,3.22257940417215,3.22257940417215,3.22257940417215;07/07/2016
401612;401612;4;1;Potterierei (Oliebaan - brug) kant water (west);0;0;0;0;51.2168529630069,51.2168529630069,51.2168529630069,51.2168529630069,51.2168529630069,51.2168529630069,51.2168529630069,51.2168529630069,51.2168529630069,51.2168529630069,51.2168529630069,51.2168529630069,51.2168529630069,51.2168529630069,51.2168529630069,51.2168529630069,51.2168529630069,51.2168529630069,51.2168529630069,51.2168529630069,51.2168529630069,51.2168529630069,51.2168529630069;3.22877504991274,3.22877504991274,3.22877504991274,3.22877504991274,3.22877504991274,3.22877504991274,3.22877504991274,3.22877504991274,3.22877504991274,3.22877504991274,3.22877504991274,3.22877504991274,3.22877504991274,3.22877504991274,3.22877504991274,3.22877504991274,3.22877504991274,3.22877504991274,3.22877504991274,3.22877504991274,3.22877504991274,3.22877504991274,3.22877504991274;07/07/2016
401303;401303;4;1;Oost Proosse (Leestenburg - doodlopend) onpaar (zuid);100;100;0;0;51.2190041600344,51.2190041600344;3.23387638282959,3.23387638282959;07/07/2016
102300;102300;1;1;Prinsenhof;0;0;0;0;51.2081586061405,51.2081586061405,51.2081586061405;3.22079809343964,3.22079809343964,3.22079809343964;07/07/2016
1000902;1000902;10;2;Hendrik Consciencelaan (Sint-Maartensblik - Hauwerstraat) kant huizen (oost);87.5;71.428571;0;28.571429;51.2041629050253,51.2041629050253;3.21354152486137,3.21354152486137;07/07/2016
1001705;1001705;10;2;Lane (Kreupelenstraat - Kammakersstraat) onpaar (zuid);100;100;0;0;51.2067587320201,51.2067587320201;3.21449006752224,3.21449006752224;07/07/2016
1002402;1002402;10;2;Van Voldenstraat onpaar (zuid);0;0;0;0;51.2019785961426,51.2019785961426;3.21486100369813,3.21486100369813;07/07/2016
1102201;1102201;11;3;Nieuwstraat onpaar (oost);0;0;0;0;51.206396929135,51.206396929135,51.206396929135;3.22388349685078,3.22388349685078,3.22388349685078;07/07/2016
402002;402002;4;1;Snaggaardstraat (Gotje - Rijkepijndersstraat) onpaar (noord);60;66.666667;0;33.333333;51.2153279543494,51.2153279543494;3.23058365031934,3.23058365031934;07/07/2016
1202903;1202903;12;3;Meestraat (Groenerei - Predikherenstraat);100;80;0;20;51.2086578108146,51.2086578108146;3.22939957511785,3.22939957511785;07/07/2016
401802;401802;4;1;Ropeerdstraat onpaar (west);0;0;0;0;51.2152490283972,51.2152490283972,51.2152490283972,51.2152490283972;3.23177569235933,3.23177569235933,3.23177569235933,3.23177569235933;07/07/2016
200802;200802;2;1;Ezelstraat (Pottenmakersstraat - Poitevinstraat) paar (oost);0;0;0;0;51.2119282409412,51.2119282409412,51.2119282409412,51.2119282409412,51.2119282409412;3.22007066725829,3.22007066725829,3.22007066725829,3.22007066725829,3.22007066725829;07/07/2016
300401;300401;3;1;Bidderstraat (Sint-Clarastraat - Annuntiatenstraat) onpaar (noord);0;0;0;0;51.2157071135152,51.2157071135152;3.22280442366944,3.22280442366944;07/07/2016
300101;300101;3;1;Annuntiatenstraat (Noord-Gistelhof - Lange Raamstraat) paar (zuid);0;0;0;0;51.2152223506928,51.2152223506928;3.22372414080115,3.22372414080115;07/07/2016
503102;503102;5;1;Venkelstraat onpaar (zuid);100;100;0;0;51.2130447009055,51.2130447009055,51.2130447009055,51.2130447009055,51.2130447009055;3.23223716297351,3.23223716297351,3.23223716297351,3.23223716297351,3.23223716297351;07/07/2016
800701;800701;8;1;Gentpoortstraat onpaar (noord);0;0;0;0;51.2044319445017,51.2044319445017,51.2044319445017,51.2044319445017,51.2044319445017,51.2044319445017,51.2044319445017,51.2044319445017,51.2044319445017,51.2044319445017,51.2044319445017,51.2044319445017,51.2044319445017,51.2044319445017,51.2044319445017,51.2044319445017;3.23197650623167,3.23197650623167,3.23197650623167,3.23197650623167,3.23197650623167,3.23197650623167,3.23197650623167,3.23197650623167,3.23197650623167,3.23197650623167,3.23197650623167,3.23197650623167,3.23197650623167,3.23197650623167,3.23197650623167,3.23197650623167;07/07/2016
801508;801508;8;1;Nieuwe Gentweg (Jakobinessenstraat - Gentpoortstraat) paar (zuid);0;0;0;0;51.2044439503402,51.2044439503402,51.2044439503402,51.2044439503402,51.2044439503402,51.2044439503402,51.2044439503402;3.23177882933563,3.23177882933563,3.23177882933563,3.23177882933563,3.23177882933563,3.23177882933563,3.23177882933563;07/07/2016
300802;300802;3;1;Hoedenmakersstraat (Kleine Hoedenmakersstraat - Noord-Gistelhof) paar (oost);0;0;0;0;51.2148100749586,51.2148100749586,51.2148100749586;3.22363277641037,3.22363277641037,3.22363277641037;07/07/2016
800803;800803;8;1;Gentpoortvest (B.Ravestraat - Oude Gentweg) kant huizen (noord);0;0;0;0;51.2029384090122,51.2029384090122,51.2029384090122,51.2029384090122,51.2029384090122,51.2029384090122,51.2029384090122,51.2029384090122,51.2029384090122,51.2029384090122,51.2029384090122,51.2029384090122;3.23380957877656,3.23380957877656,3.23380957877656,3.23380957877656,3.23380957877656,3.23380957877656,3.23380957877656,3.23380957877656,3.23380957877656,3.23380957877656,3.23380957877656,3.23380957877656;07/07/2016
200807;200807;2;1;Ezelstraat (R30 - Sledestraat) onpaar (west);44.444444;25;0;75;51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999,51.2150549971999;3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563,3.21639566634563;07/07/2016
800101;800101;8;1;Boudewijn Ravestraat onpaar (oost);74.193548;47.826087;4.347826;47.826087;51.2025358142744,51.2025358142744,51.2025358142744,51.2025358142744,51.2025358142744,51.2025358142744,51.2025358142744,51.2025358142744,51.2025358142744;3.22990320039744,3.22990320039744,3.22990320039744,3.22990320039744,3.22990320039744,3.22990320039744,3.22990320039744,3.22990320039744,3.22990320039744;07/07/2016
601203;601203;6;1;Langestraat (Ganzenstraat - Kersenboomstraat) onpaar (noord);60;33.333333;0;66.666667;51.2103397806098,51.2103397806098,51.2103397806098,51.2103397806098,51.2103397806098,51.2103397806098,51.2103397806098,51.2103397806098;3.23499666662788,3.23499666662788,3.23499666662788,3.23499666662788,3.23499666662788,3.23499666662788,3.23499666662788,3.23499666662788;07/07/2016
101203;101203;1;1;Korte Lane (Hoefijzerlaan - Neststraat) onpaar (zuid);0;0;0;0;51.2075669571404,51.2075669571404;3.21632414457604,3.21632414457604;07/07/2016
601408;601408;6;1;Predikherenrei (Hoogstuk - Kazernevest) kant water (west);0;0;0;0;51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975,51.2059377645975;3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987,3.23601123919987;07/07/2016
400502;400502;4;1;Gotje onpaar (west);20;0;0;100;51.2161158269659,51.2161158269659,51.2161158269659;3.2293650655394,3.2293650655394,3.2293650655394;07/07/2016
